Registration Date,fips,County,state,PHEV,"County, State",Y_hat 0,Perc Error 0
2017-12-01,8037,Eagle County,CO,3.0,"Eagle County, CO",3.3585205433541345,-11.95068477847115
2017-12-01,8041,El Paso County,CO,40.0,"El Paso County, CO",44.71039097014097,-11.775977425352426
2017-12-01,8045,Garfield County,CO,7.0,"Garfield County, CO",5.164460426011896,26.22199391411577
2017-12-01,8049,Grand County,CO,1.0,"Grand County, CO",0.708468253968254,29.1531746031746
2017-12-01,8059,Jefferson County,CO,85.0,"Jefferson County, CO",103.973,-22.321176470588235
2017-12-01,8067,La Plata County,CO,4.0,"La Plata County, CO",1.6690563442405546,58.27359139398614
2017-12-01,8069,Larimer County,CO,38.0,"Larimer County, CO",30.375297286047285,20.06500714198083
2017-12-01,8077,Mesa County,CO,4.0,"Mesa County, CO",4.296075036075035,-7.401875901875865
2017-12-01,8081,Moffat County,CO,1.0,"Moffat County, CO",0.734547619047619,26.545238095238098
2017-12-01,8085,Montrose County,CO,3.0,"Montrose County, CO",2.395599206349206,20.146693121693136
2017-12-01,8093,Park County,CO,1.0,"Park County, CO",1.1289035195970178,-12.890351959701785
2017-12-01,8097,Pitkin County,CO,2.0,"Pitkin County, CO",2.2223797021262195,-11.118985106310975
2017-12-01,8101,Pueblo County,CO,7.0,"Pueblo County, CO",5.215769912277263,25.489001253181954
2017-12-01,8113,San Miguel County,CO,1.0,"San Miguel County, CO",0.26200360750360746,73.79963924963926
2017-12-01,8123,Weld County,CO,35.0,"Weld County, CO",17.19468217893218,50.87233663162234
2018-01-01,8001,Adams County,CO,29.0,"Adams County, CO",29.430496265430477,-1.4844698807947496
2018-01-01,8005,Arapahoe County,CO,73.0,"Arapahoe County, CO",77.93271428571427,-6.757142857142834
2018-01-01,8013,Boulder County,CO,81.0,"Boulder County, CO",79.23535188912398,2.178577914661758
2018-01-01,8014,Broomfield County,CO,16.0,"Broomfield County, CO",9.546333333333335,40.33541666666666
2018-01-01,8029,Delta County,CO,1.0,"Delta County, CO",1.9166532846238724,-91.66532846238724
2018-01-01,8031,Denver County,CO,88.0,"Denver County, CO",76.2415238095238,13.361904761904775
2018-01-01,8035,Douglas County,CO,56.0,"Douglas County, CO",50.024030178155186,10.67137468186574
2018-01-01,8037,Eagle County,CO,9.0,"Eagle County, CO",5.118595019445639,43.12672200615957
2018-01-01,8041,El Paso County,CO,72.0,"El Paso County, CO",57.16230277157484,20.607912817257162
2018-01-01,8039,Elbert County,CO,2.0,"Elbert County, CO",1.7831393075878372,10.843034620608138
2018-01-01,8045,Garfield County,CO,8.0,"Garfield County, CO",6.177541106769047,22.780736165386916
2018-01-01,8047,Gilpin County,CO,1.0,"Gilpin County, CO",0.3929639249639248,60.70360750360753
2018-01-01,8051,Gunnison County,CO,2.0,"Gunnison County, CO",0.6554157786657787,67.22921106671107
2018-01-01,8059,Jefferson County,CO,88.0,"Jefferson County, CO",81.4225,7.474431818181819
2018-01-01,8067,La Plata County,CO,2.0,"La Plata County, CO",2.553594239094239,-27.679711954711948
2018-01-01,8069,Larimer County,CO,53.0,"Larimer County, CO",44.02845220547427,16.92744866891648
2018-01-01,8077,Mesa County,CO,6.0,"Mesa County, CO",6.913163098339567,-15.219384972326111
2018-01-01,8085,Montrose County,CO,1.0,"Montrose County, CO",1.550607323232323,-55.0607323232323
2018-01-01,8097,Pitkin County,CO,2.0,"Pitkin County, CO",2.655664391164391,-32.78321955821954
2018-01-01,8101,Pueblo County,CO,7.0,"Pueblo County, CO",7.314696248196249,-4.495660688517843
2018-01-01,8107,Routt County,CO,1.0,"Routt County, CO",1.426524571833395,-42.6524571833395
2018-01-01,8117,Summit County,CO,1.0,"Summit County, CO",2.6368712739788585,-163.68712739788583
2018-01-01,8119,Teller County,CO,1.0,"Teller County, CO",1.6714840298590303,-67.14840298590303
2018-01-01,8123,Weld County,CO,28.0,"Weld County, CO",26.434520700274966,5.590997499017979
