PHEV,BEV
53.0,26.0
193.0,41.0
1259.0,1275.0
2610.0,4412.0
561.0,2083.0
274.0,195.0
395.0,84.0
1070.0,393.0
199.0,195.0
657.0,445.0
178.0,63.0
102.0,25.0
252.0,191.0
1105.0,1802.0
456.0,188.0
462.0,360.0
510.0,595.0
558.0,306.0
424.0,211.0
43.0,34.0
23.0,6.0
63.0,22.0
4.0,8.0
4600.0,3437.0
56.0,86.0
7.0,52.0
275.0,327.0
418.0,439.0
207.0,62.0
181.0,51.0
1355.0,3916.0
25.0,23.0
559.0,141.0
70.0,161.0
213.0,80.0
31.0,14.0
85.0,48.0
10.0,58.0
98.0,66.0
24.0,2.0
214.0,293.0
802.0,355.0
50.0,42.0
58.0,24.0
47.0,23.0
562.0,540.0
45.0,23.0
67.0,88.0
1341.0,568.0
1514.0,1615.0
345.0,1009.0
172.0,66.0
271.0,61.0
611.0,365.0
251.0,56.0
401.0,252.0
21.0,43.0
35.0,31.0
54.0,23.0
28.0,71.0
670.0,641.0
228.0,120.0
229.0,194.0
304.0,267.0
348.0,124.0
236.0,162.0
155.0,9.0
127.0,25.0
3042.0,1425.0
23.0,25.0
295.0,97.0
222.0,198.0
89.0,60.0
111.0,23.0
68.0,66.0
1062.0,2049.0
785.0,345.0
173.0,117.0
178.0,61.0
110.0,21.0
300.0,100.0
94.0,17.0
60.0,5.0
60.0,51.0
128.0,57.0
459.0,315.0
1004.0,530.0
110.0,58.0
53.0,22.0
37.0,11.0
53.0,48.0
104.0,97.0
111.0,5.0
151.0,22.0
913.0,972.0
24.0,24.0
38.0,10.0
123.0,87.0
1467.0,917.0
49.0,42.0
2443.0,3132.0
610.0,2205.0
299.0,55.0
287.0,24.0
1026.0,233.0
192.0,249.0
497.0,203.0
17.0,11.0
109.0,101.0
54.0,24.0
106.0,112.0
876.0,920.0
279.0,97.0
333.0,215.0
340.0,513.0
396.0,280.0
487.0,288.0
25.0,23.0
95.0,73.0
5489.0,2418.0
47.0,31.0
40.0,28.0
444.0,195.0
509.0,279.0
115.0,28.0
123.0,79.0
1637.0,2479.0
43.0,46.0
1053.0,800.0
227.0,370.0
644.0,305.0
156.0,94.0
320.0,99.0
64.0,48.0
62.0,26.0
143.0,54.0
200.0,256.0
26.0,97.0
506.0,978.0
1830.0,911.0
50.0,80.0
48.0,12.0
90.0,13.0
85.0,45.0
21.0,8.0
254.0,137.0
1245.0,2910.0
22.0,23.0
100.0,130.0
2210.0,1954.0
119.0,38.0
3260.0,6614.0
1552.0,4468.0
345.0,65.0
353.0,214.0
1000.0,575.0
148.0,400.0
497.0,440.0
15.0,47.0
156.0,25.0
49.0,14.0
193.0,249.0
1011.0,2714.0
350.0,262.0
506.0,671.0
553.0,953.0
752.0,667.0
591.0,382.0
21.0,25.0
80.0,55.0
35.0,50.0
160.0,61.0
123.0,85.0
6121.0,5694.0
69.0,109.0
123.0,71.0
886.0,207.0
484.0,786.0
149.0,75.0
118.0,66.0
94.0,165.0
1751.0,5715.0
45.0,24.0
959.0,713.0
247.0,457.0
355.0,298.0
119.0,32.0
178.0,56.0
211.0,158.0
48.0,12.0
108.0,57.0
118.0,240.0
70.0,71.0
50.0,57.0
749.0,641.0
1810.0,1347.0
80.0,82.0
106.0,13.0
95.0,23.0
77.0,23.0
115.0,39.0
163.0,112.0
1471.0,2625.0
55.0,27.0
150.0,79.0
2399.0,1699.0
22.0,14.0
3412.0,5400.0
1565.0,2733.0
331.0,66.0
405.0,162.0
1000.0,559.0
409.0,286.0
648.0,602.0
108.0,80.0
50.0,134.0
248.0,225.0
2053.0,2422.0
465.0,246.0
857.0,672.0
604.0,857.0
803.0,366.0
672.0,363.0
98.0,61.0
21.0,44.0
176.0,49.0
158.0,6.0
6421.0,3881.0
105.0,68.0
74.0,51.0
522.0,349.0
543.0,399.0
189.0,116.0
102.0,6.0
49.0,89.0
1955.0,4501.0
70.0,44.0
1079.0,959.0
65.0,7.0
239.0,525.0
353.0,135.0
272.0,63.0
264.0,68.0
178.0,83.0
42.0,24.0
187.0,117.0
249.0,230.0
183.0,20.0
28.0,45.0
785.0,848.0
1980.0,1330.0
103.0,100.0
46.0,59.0
128.0,12.0
162.0,76.0
136.0,119.0
159.0,51.0
1583.0,2411.0
105.0,90.0
146.0,51.0
2503.0,1320.0
15.0,27.0
3805.0,5990.0
1293.0,2309.0
643.0,249.0
228.0,226.0
1237.0,774.0
356.0,263.0
555.0,561.0
97.0,30.0
232.0,92.0
151.0,52.0
148.0,228.0
2268.0,2127.0
426.0,284.0
485.0,841.0
552.0,1056.0
839.0,517.0
549.0,495.0
33.0,11.0
65.0,1.0
182.0,33.0
164.0,8.0
6733.0,4518.0
119.0,111.0
100.0,69.0
871.0,333.0
645.0,508.0
209.0,61.0
105.0,166.0
2369.0,5117.0
24.0,6.0
23.0,46.0
1148.0,1083.0
22.0,35.0
375.0,759.0
520.0,201.0
79.0,58.0
169.0,127.0
89.0,104.0
55.0,45.0
175.0,78.0
187.0,218.0
73.0,50.0
46.0,95.0
676.0,1267.0
1851.0,2115.0
124.0,203.0
37.0,29.0
133.0,24.0
16.0,95.0
65.0,158.0
25.0,1.0
202.0,130.0
1771.0,5143.0
66.0,96.0
234.0,80.0
2660.0,2880.0
3944.0,12002.0
1373.0,6044.0
436.0,311.0
431.0,284.0
1280.0,1264.0
402.0,441.0
848.0,1436.0
34.0,69.0
182.0,89.0
120.0,93.0
211.0,628.0
1477.0,4833.0
384.0,365.0
524.0,1377.0
535.0,1901.0
872.0,925.0
309.0,567.0
54.0,47.0
75.0,39.0
110.0,15.0
177.0,49.0
86.0,115.0
7497.0,10445.0
53.0,114.0
91.0,79.0
1009.0,657.0
557.0,906.0
288.0,249.0
231.0,65.0
164.0,156.0
3156.0,10624.0
42.0,29.0
100.0,39.0
907.0,638.0
515.0,399.0
351.0,216.0
46.0,26.0
80.0,70.0
154.0,114.0
70.0,30.0
140.0,35.0
302.0,134.0
80.0,207.0
150.0,29.0
46.0,12.0
907.0,868.0
1900.0,1571.0
78.0,86.0
79.0,86.0
122.0,37.0
85.0,132.0
99.0,27.0
76.0,54.0
1612.0,2538.0
140.0,29.0
192.0,136.0
2310.0,2327.0
24.0,93.0
3692.0,7672.0
1468.0,2862.0
368.0,189.0
296.0,181.0
962.0,568.0
340.0,263.0
623.0,800.0
114.0,50.0
235.0,117.0
69.0,75.0
236.0,616.0
3387.0,2933.0
446.0,152.0
696.0,781.0
615.0,997.0
927.0,533.0
340.0,342.0
33.0,25.0
16.0,24.0
113.0,62.0
252.0,128.0
7676.0,6031.0
106.0,75.0
184.0,49.0
485.0,359.0
527.0,713.0
204.0,124.0
106.0,65.0
197.0,163.0
2417.0,6372.0
54.0,73.0
794.0,652.0
275.0,581.0
455.0,174.0
22.0,21.0
61.0,21.0
245.0,93.0
69.0,91.0
52.0,92.0
116.0,96.0
221.0,157.0
75.0,50.0
31.0,6.0
758.0,937.0
1823.0,1291.0
58.0,77.0
98.0,57.0
77.0,34.0
58.0,84.0
60.0,23.0
76.0,23.0
131.0,39.0
1611.0,2998.0
139.0,86.0
207.0,95.0
1938.0,1771.0
107.0,41.0
3165.0,6954.0
1337.0,2051.0
295.0,167.0
382.0,290.0
1036.0,524.0
343.0,326.0
499.0,652.0
74.0,25.0
127.0,34.0
71.0,38.0
226.0,285.0
1586.0,2415.0
247.0,385.0
795.0,963.0
742.0,900.0
908.0,568.0
380.0,111.0
23.0,53.0
3.0,22.0
44.0,24.0
65.0,50.0
164.0,90.0
5783.0,5534.0
84.0,118.0
97.0,72.0
621.0,483.0
591.0,634.0
171.0,146.0
81.0,69.0
76.0,35.0
2091.0,6349.0
35.0,72.0
1131.0,1020.0
361.0,643.0
374.0,239.0
23.0,24.0
167.0,142.0
160.0,60.0
105.0,83.0
185.0,148.0
207.0,293.0
43.0,42.0
32.0,36.0
665.0,1260.0
1724.0,2036.0
87.0,107.0
152.0,58.0
88.0,8.0
58.0,136.0
129.0,91.0
57.0,42.0
190.0,66.0
1661.0,4183.0
123.0,124.0
239.0,80.0
2022.0,2043.0
74.0,4.0
3735.0,10605.0
1315.0,4453.0
344.0,217.0
484.0,195.0
970.0,865.0
233.0,302.0
480.0,1102.0
46.0,23.0
89.0,27.0
174.0,91.0
189.0,561.0
1497.0,4218.0
342.0,204.0
491.0,1278.0
575.0,1773.0
813.0,855.0
521.0,312.0
151.0,11.0
22.0,34.0
70.0,38.0
149.0,137.0
6406.0,8896.0
53.0,145.0
61.0,96.0
604.0,584.0
500.0,884.0
223.0,193.0
214.0,177.0
174.0,169.0
2143.0,8443.0
47.0,57.0
819.0,687.0
40.0,23.0
263.0,332.0
497.0,126.0
35.0,25.0
116.0,46.0
116.0,9.0
157.0,46.0
104.0,23.0
123.0,79.0
121.0,141.0
119.0,22.0
102.0,67.0
851.0,693.0
1969.0,1117.0
75.0,57.0
65.0,61.0
72.0,25.0
83.0,11.0
94.0,69.0
46.0,49.0
109.0,85.0
1571.0,2487.0
36.0,23.0
102.0,126.0
81.0,144.0
2248.0,1307.0
51.0,2.0
3350.0,5801.0
1018.0,2354.0
344.0,181.0
398.0,124.0
747.0,408.0
149.0,136.0
669.0,663.0
104.0,47.0
82.0,19.0
112.0,17.0
342.0,268.0
1572.0,2323.0
297.0,171.0
555.0,854.0
660.0,880.0
1035.0,465.0
410.0,285.0
86.0,4.0
109.0,47.0
203.0,62.0
7016.0,4540.0
39.0,33.0
104.0,73.0
649.0,315.0
570.0,659.0
69.0,35.0
145.0,188.0
2530.0,4825.0
868.0,621.0
260.0,470.0
389.0,105.0
22.0,4.0
196.0,109.0
210.0,92.0
203.0,151.0
183.0,125.0
246.0,130.0
43.0,12.0
807.0,817.0
1904.0,1190.0
24.0,49.0
69.0,51.0
81.0,24.0
108.0,73.0
87.0,46.0
26.0,22.0
176.0,118.0
1394.0,2358.0
107.0,85.0
164.0,56.0
2613.0,1876.0
48.0,27.0
3022.0,6115.0
1012.0,2393.0
328.0,160.0
350.0,205.0
888.0,504.0
321.0,217.0
467.0,843.0
3.0,24.0
150.0,26.0
357.0,388.0
1522.0,2852.0
416.0,176.0
433.0,717.0
767.0,998.0
819.0,659.0
429.0,454.0
79.0,48.0
131.0,48.0
182.0,68.0
6492.0,4867.0
99.0,235.0
41.0,60.0
450.0,264.0
618.0,616.0
230.0,116.0
101.0,66.0
146.0,176.0
2399.0,4710.0
26.0,49.0
55.0,37.0
1188.0,1145.0
110.0,24.0
309.0,1059.0
732.0,362.0
102.0,47.0
85.0,164.0
369.0,139.0
224.0,24.0
150.0,47.0
189.0,135.0
229.0,346.0
226.0,27.0
192.0,30.0
1207.0,1407.0
2831.0,2262.0
170.0,197.0
132.0,31.0
261.0,79.0
241.0,68.0
83.0,156.0
2.0,40.0
103.0,79.0
235.0,191.0
1733.0,3662.0
75.0,5.0
272.0,124.0
344.0,166.0
3542.0,2559.0
41.0,73.0
4638.0,10975.0
1462.0,4613.0
639.0,350.0
693.0,423.0
1462.0,1084.0
599.0,539.0
887.0,1372.0
169.0,36.0
345.0,124.0
217.0,150.0
284.0,476.0
1988.0,4538.0
627.0,484.0
766.0,1363.0
1011.0,1906.0
1398.0,1155.0
763.0,578.0
49.0,44.0
103.0,35.0
296.0,59.0
242.0,188.0
9527.0,9604.0
100.0,208.0
84.0,33.0
737.0,594.0
895.0,931.0
351.0,107.0
174.0,53.0
237.0,288.0
2717.0,9567.0
29.0,7.0
148.0,23.0
1240.0,842.0
33.0,33.0
509.0,386.0
794.0,52.0
146.0,75.0
267.0,148.0
208.0,97.0
98.0,71.0
155.0,90.0
272.0,303.0
120.0,22.0
123.0,68.0
1022.0,823.0
2632.0,1738.0
119.0,47.0
152.0,35.0
129.0,13.0
151.0,5.0
202.0,39.0
204.0,36.0
175.0,43.0
1703.0,1681.0
161.0,49.0
352.0,67.0
3042.0,2265.0
87.0,46.0
4635.0,5582.0
1603.0,2085.0
924.0,281.0
684.0,200.0
1877.0,1016.0
607.0,349.0
935.0,830.0
69.0,23.0
256.0,180.0
105.0,91.0
388.0,225.0
1834.0,2500.0
588.0,262.0
823.0,880.0
851.0,803.0
1006.0,671.0
565.0,324.0
52.0,6.0
177.0,22.0
152.0,89.0
9342.0,4744.0
158.0,222.0
99.0,32.0
768.0,441.0
1133.0,693.0
299.0,90.0
236.0,22.0
156.0,198.0
3427.0,4708.0
64.0,42.0
1398.0,1091.0
41.0,28.0
540.0,728.0
759.0,189.0
101.0,25.0
184.0,45.0
273.0,106.0
141.0,167.0
36.0,97.0
289.0,92.0
323.0,201.0
230.0,92.0
141.0,21.0
1388.0,1231.0
2933.0,2616.0
297.0,57.0
23.0,134.0
68.0,47.0
177.0,55.0
139.0,53.0
114.0,60.0
214.0,282.0
2248.0,2832.0
84.0,19.0
311.0,134.0
3673.0,3065.0
120.0,84.0
5380.0,8261.0
2189.0,2853.0
1028.0,366.0
579.0,261.0
1977.0,1085.0
574.0,374.0
966.0,1158.0
100.0,89.0
290.0,149.0
339.0,100.0
233.0,460.0
2478.0,3921.0
806.0,342.0
931.0,1186.0
858.0,1397.0
1450.0,739.0
790.0,543.0
79.0,23.0
82.0,45.0
100.0,35.0
302.0,70.0
371.0,82.0
9552.0,7270.0
156.0,231.0
165.0,35.0
994.0,615.0
767.0,896.0
399.0,224.0
172.0,34.0
340.0,196.0
3772.0,7622.0
66.0,38.0
104.0,42.0
1476.0,1114.0
25.0,71.0
536.0,1362.0
1126.0,471.0
218.0,43.0
156.0,150.0
279.0,222.0
272.0,198.0
113.0,25.0
328.0,131.0
321.0,310.0
65.0,73.0
95.0,65.0
1431.0,1825.0
3150.0,3100.0
187.0,105.0
147.0,86.0
116.0,64.0
329.0,147.0
181.0,124.0
116.0,90.0
416.0,184.0
2190.0,5353.0
22.0,1.0
253.0,104.0
236.0,254.0
3714.0,3557.0
168.0,70.0
5399.0,13898.0
1989.0,4782.0
814.0,429.0
732.0,323.0
1919.0,1515.0
673.0,574.0
1008.0,1645.0
150.0,3.0
303.0,254.0
288.0,145.0
487.0,648.0
2044.0,5845.0
513.0,343.0
966.0,2293.0
673.0,2443.0
1625.0,1284.0
870.0,726.0
117.0,43.0
104.0,69.0
85.0,64.0
309.0,111.0
214.0,158.0
10669.0,11090.0
191.0,159.0
179.0,44.0
1031.0,862.0
919.0,1258.0
350.0,334.0
228.0,50.0
480.0,197.0
4857.0,10338.0
45.0,52.0
44.0,6.0
1157.0,910.0
103.0,16.0
426.0,817.0
694.0,260.0
104.0,64.0
327.0,110.0
214.0,187.0
87.0,36.0
229.0,127.0
327.0,230.0
162.0,117.0
130.0,21.0
724.0,1105.0
2763.0,1956.0
66.0,74.0
109.0,51.0
146.0,120.0
222.0,84.0
123.0,53.0
34.0,4.0
55.0,38.0
135.0,242.0
1782.0,3050.0
65.0,40.0
86.0,140.0
298.0,123.0
3428.0,3008.0
95.0,69.0
4828.0,7398.0
1667.0,2001.0
613.0,240.0
510.0,299.0
1438.0,1031.0
364.0,369.0
724.0,1103.0
51.0,21.0
223.0,102.0
294.0,88.0
393.0,355.0
2089.0,2866.0
365.0,187.0
932.0,1032.0
983.0,1157.0
1105.0,662.0
720.0,395.0
21.0,39.0
116.0,21.0
53.0,106.0
214.0,65.0
121.0,73.0
8284.0,6771.0
149.0,94.0
133.0,42.0
973.0,527.0
915.0,615.0
222.0,117.0
182.0,30.0
178.0,263.0
3766.0,6037.0
55.0,82.0
1163.0,1012.0
56.0,24.0
371.0,799.0
754.0,364.0
158.0,51.0
65.0,60.0
354.0,49.0
97.0,79.0
95.0,49.0
230.0,128.0
300.0,266.0
98.0,54.0
177.0,29.0
1169.0,1273.0
2689.0,2044.0
205.0,68.0
98.0,71.0
157.0,6.0
144.0,82.0
168.0,65.0
56.0,46.0
319.0,163.0
1580.0,2950.0
37.0,20.0
151.0,60.0
320.0,183.0
2869.0,2905.0
93.0,21.0
4092.0,9208.0
1373.0,3285.0
580.0,264.0
801.0,136.0
1804.0,1076.0
240.0,298.0
704.0,972.0
36.0,28.0
210.0,57.0
160.0,142.0
527.0,455.0
1702.0,3679.0
445.0,421.0
793.0,1336.0
1084.0,1557.0
1297.0,732.0
454.0,667.0
39.0,31.0
76.0,40.0
57.0,20.0
333.0,134.0
281.0,44.0
8122.0,7819.0
181.0,202.0
213.0,46.0
1125.0,672.0
764.0,870.0
224.0,204.0
158.0,89.0
260.0,112.0
3468.0,8136.0
72.0,45.0
1229.0,1084.0
378.0,940.0
547.0,234.0
38.0,75.0
93.0,51.0
189.0,144.0
168.0,137.0
78.0,19.0
140.0,48.0
259.0,319.0
27.0,106.0
104.0,109.0
1002.0,1199.0
2299.0,2314.0
146.0,66.0
147.0,25.0
34.0,46.0
164.0,55.0
209.0,116.0
60.0,28.0
341.0,59.0
1698.0,3936.0
4.0,19.0
198.0,49.0
239.0,128.0
2394.0,3124.0
42.0,58.0
4366.0,11453.0
1674.0,3045.0
581.0,363.0
629.0,317.0
1349.0,1180.0
357.0,431.0
663.0,939.0
38.0,40.0
123.0,78.0
193.0,134.0
408.0,385.0
2213.0,4507.0
389.0,410.0
781.0,1605.0
662.0,1214.0
885.0,878.0
597.0,589.0
108.0,61.0
76.0,2.0
26.0,57.0
201.0,139.0
177.0,108.0
7480.0,8745.0
93.0,112.0
100.0,37.0
724.0,632.0
1073.0,1257.0
182.0,152.0
67.0,97.0
253.0,166.0
3817.0,9423.0
27.0,2.0
26.0,38.0
883.0,513.0
659.0,669.0
447.0,211.0
39.0,18.0
152.0,13.0
266.0,139.0
113.0,100.0
80.0,1.0
190.0,85.0
175.0,185.0
56.0,42.0
90.0,51.0
818.0,848.0
2072.0,1248.0
173.0,54.0
162.0,4.0
170.0,90.0
87.0,39.0
162.0,98.0
109.0,18.0
131.0,87.0
1422.0,1836.0
156.0,48.0
197.0,32.0
2308.0,1336.0
58.0,25.0
3901.0,5839.0
1186.0,1713.0
371.0,171.0
310.0,179.0
1142.0,573.0
362.0,221.0
711.0,620.0
15.0,78.0
149.0,30.0
69.0,89.0
325.0,329.0
2861.0,3179.0
330.0,303.0
887.0,1092.0
802.0,807.0
1183.0,495.0
444.0,134.0
81.0,47.0
63.0,10.0
36.0,17.0
147.0,63.0
137.0,96.0
6042.0,3979.0
179.0,83.0
75.0,31.0
480.0,517.0
638.0,486.0
202.0,170.0
144.0,54.0
179.0,112.0
2784.0,4686.0
27.0,16.0
814.0,717.0
50.0,40.0
371.0,788.0
276.0,199.0
32.0,6.0
47.0,27.0
117.0,107.0
116.0,37.0
34.0,37.0
112.0,192.0
118.0,169.0
65.0,67.0
14.0,51.0
966.0,1089.0
1494.0,1616.0
73.0,78.0
93.0,34.0
90.0,22.0
90.0,80.0
64.0,32.0
131.0,53.0
1305.0,3035.0
23.0,16.0
114.0,10.0
136.0,28.0
1939.0,2038.0
88.0,8.0
2975.0,8098.0
815.0,2333.0
343.0,128.0
218.0,202.0
984.0,800.0
212.0,350.0
614.0,988.0
43.0,13.0
127.0,104.0
118.0,55.0
197.0,555.0
1071.0,3689.0
250.0,158.0
691.0,1511.0
480.0,1566.0
625.0,824.0
302.0,334.0
35.0,16.0
64.0,20.0
51.0,37.0
184.0,86.0
126.0,50.0
5066.0,7182.0
64.0,56.0
83.0,44.0
436.0,411.0
591.0,825.0
176.0,119.0
82.0,38.0
159.0,91.0
2266.0,7150.0
29.0,37.0
43.0,50.0
915.0,950.0
77.0,34.0
356.0,865.0
446.0,360.0
89.0,72.0
130.0,111.0
104.0,21.0
80.0,47.0
141.0,100.0
257.0,241.0
107.0,38.0
75.0,21.0
727.0,1000.0
1969.0,1455.0
123.0,122.0
33.0,16.0
32.0,42.0
127.0,42.0
96.0,108.0
16.0,16.0
50.0,51.0
127.0,63.0
1165.0,3157.0
12.0,5.0
128.0,74.0
48.0,95.0
1912.0,1764.0
116.0,42.0
3389.0,8584.0
635.0,2158.0
328.0,140.0
357.0,209.0
1142.0,761.0
288.0,269.0
470.0,1064.0
30.0,27.0
183.0,97.0
78.0,47.0
289.0,436.0
1827.0,3778.0
412.0,261.0
660.0,1407.0
696.0,1418.0
831.0,531.0
436.0,518.0
38.0,16.0
50.0,45.0
65.0,25.0
158.0,81.0
125.0,99.0
5296.0,6671.0
151.0,134.0
119.0,48.0
581.0,346.0
652.0,639.0
200.0,49.0
135.0,39.0
258.0,157.0
2696.0,6651.0
44.0,18.0
36.0,32.0
1.0,1.0
5.0,1.0
10.0,20.0
2.0,1.0
1.0,1.0
1.0,1.0
2.0,1.0
19.0,30.0
5.0,4.0
41.0,57.0
17.0,27.0
6.0,3.0
5.0,18.0
2.0,2.0
3.0,3.0
43.0,75.0
2.0,4.0
1.0,3.0
1.0,1.0
1.0,3.0
8.0,15.0
6.0,3.0
2.0,5.0
14.0,38.0
45.0,83.0
1.0,1.0
12.0,19.0
2.0,2.0
10.0,12.0
57.0,37.0
4.0,16.0
6.0,6.0
4.0,6.0
31.0,83.0
4.0,8.0
78.0,150.0
44.0,54.0
12.0,14.0
6.0,1.0
17.0,28.0
3.0,3.0
5.0,2.0
89.0,110.0
6.0,6.0
8.0,5.0
2.0,2.0
4.0,6.0
2.0,6.0
12.0,29.0
2.0,2.0
2.0,2.0
6.0,2.0
2.0,7.0
2.0,4.0
2.0,4.0
41.0,73.0
2.0,2.0
75.0,170.0
2.0,2.0
2.0,2.0
42.0,48.0
1.0,1.0
19.0,6.0
78.0,113.0
11.0,27.0
13.0,12.0
3.0,3.0
70.0,165.0
10.0,20.0
3.0,3.0
171.0,263.0
68.0,119.0
3.0,3.0
18.0,18.0
5.0,4.0
43.0,66.0
8.0,12.0
3.0,6.0
143.0,396.0
13.0,9.0
18.0,19.0
6.0,3.0
9.0,9.0
5.0,3.0
3.0,12.0
9.0,6.0
6.0,6.0
16.0,47.0
15.0,3.0
6.0,3.0
57.0,182.0
164.0,354.0
2.0,3.0
23.0,72.0
4.0,4.0
77.0,122.0
12.0,22.0
12.0,28.0
83.0,260.0
12.0,24.0
117.0,268.0
54.0,144.0
16.0,25.0
8.0,4.0
47.0,153.0
10.0,18.0
4.0,5.0
149.0,433.0
16.0,26.0
24.0,39.0
8.0,4.0
12.0,10.0
4.0,15.0
8.0,30.0
21.0,50.0
4.0,12.0
2.0,8.0
5.0,16.0
5.0,10.0
74.0,226.0
4.0,1.0
164.0,454.0
1.0,1.0
71.0,132.0
5.0,10.0
10.0,5.0
107.0,151.0
22.0,11.0
25.0,60.0
63.0,168.0
10.0,20.0
1.0,5.0
100.0,285.0
80.0,105.0
5.0,5.0
8.0,18.0
12.0,5.0
50.0,48.0
16.0,14.0
1.0,5.0
173.0,383.0
10.0,25.0
14.0,15.0
5.0,10.0
10.0,5.0
5.0,5.0
5.0,10.0
7.0,5.0
15.0,5.0
20.0,37.0
5.0,5.0
86.0,140.0
190.0,277.0
6.0,2.0
43.0,101.0
18.0,22.0
72.0,108.0
6.0,39.0
24.0,6.0
6.0,42.0
6.0,8.0
50.0,162.0
10.0,8.0
183.0,192.0
43.0,127.0
19.0,30.0
6.0,6.0
28.0,34.0
6.0,9.0
169.0,248.0
6.0,7.0
17.0,20.0
6.0,12.0
6.0,6.0
2.0,6.0
20.0,30.0
12.0,7.0
6.0,12.0
12.0,12.0
74.0,103.0
6.0,6.0
125.0,219.0
48.0,54.0
7.0,3.0
25.0,37.0
134.0,192.0
29.0,7.0
14.0,4.0
38.0,49.0
6.0,7.0
136.0,219.0
16.0,11.0
237.0,272.0
67.0,191.0
7.0,1.0
30.0,46.0
7.0,14.0
50.0,146.0
27.0,24.0
9.0,2.0
9.0,1.0
9.0,7.0
208.0,296.0
26.0,29.0
23.0,30.0
7.0,14.0
7.0,21.0
5.0,28.0
17.0,61.0
2.0,2.0
1.0,8.0
3.0,15.0
7.0,1.0
7.0,8.0
141.0,203.0
183.0,275.0
1.0,1.0
1.0,9.0
2.0,5.0
85.0,90.0
1.0,11.0
8.0,1.0
12.0,6.0
31.0,20.0
211.0,347.0
21.0,74.0
22.0,15.0
2.0,4.0
34.0,37.0
11.0,21.0
194.0,350.0
48.0,39.0
8.0,1.0
8.0,8.0
338.0,825.0
169.0,336.0
6.0,2.0
26.0,60.0
24.0,21.0
75.0,158.0
28.0,32.0
1.0,2.0
9.0,7.0
8.0,8.0
9.0,31.0
500.0,717.0
26.0,78.0
2.0,5.0
19.0,22.0
1.0,7.0
6.0,3.0
19.0,4.0
7.0,13.0
1.0,20.0
2.0,1.0
28.0,19.0
10.0,31.0
9.0,8.0
46.0,137.0
1.0,1.0
6.0,13.0
15.0,17.0
9.0,1.0
11.0,18.0
4.0,26.0
9.0,33.0
1.0,1.0
271.0,456.0
11.0,11.0
366.0,578.0
8.0,1.0
2.0,2.0
8.0,1.0
1.0,1.0
8.0,1.0
8.0,2.0
129.0,229.0
4.0,6.0
1.0,8.0
2.0,4.0
6.0,19.0
47.0,58.0
370.0,637.0
9.0,2.0
3.0,5.0
49.0,76.0
27.0,50.0
2.0,15.0
2.0,20.0
19.0,28.0
273.0,853.0
96.0,84.0
2.0,3.0
461.0,1098.0
273.0,613.0
19.0,5.0
84.0,106.0
35.0,42.0
2.0,2.0
124.0,361.0
9.0,2.0
38.0,71.0
2.0,10.0
9.0,1.0
13.0,8.0
11.0,26.0
10.0,35.0
9.0,4.0
678.0,1346.0
58.0,67.0
2.0,8.0
54.0,69.0
2.0,2.0
11.0,13.0
2.0,18.0
2.0,3.0
6.0,22.0
11.0,2.0
21.0,23.0
9.0,20.0
4.0,31.0
2.0,10.0
3.0,11.0
54.0,42.0
10.0,25.0
4.0,12.0
12.0,17.0
105.0,237.0
2.0,2.0
30.0,34.0
1.0,11.0
63.0,18.0
2.0,3.0
7.0,15.0
27.0,34.0
36.0,44.0
2.0,5.0
29.0,23.0
2.0,9.0
416.0,718.0
8.0,24.0
6.0,18.0
527.0,1239.0
8.0,10.0
8.0,8.0
11.0,10.0
209.0,397.0
3.0,10.0
64.0,25.0
3.0,10.0
103.0,29.0
555.0,850.0
49.0,187.0
37.0,89.0
3.0,4.0
16.0,15.0
11.0,30.0
22.0,76.0
594.0,1158.0
3.0,10.0
95.0,133.0
4.0,9.0
894.0,1848.0
401.0,696.0
27.0,27.0
145.0,152.0
36.0,50.0
3.0,21.0
150.0,588.0
90.0,129.0
20.0,10.0
38.0,54.0
29.0,16.0
37.0,59.0
3.0,10.0
962.0,2018.0
114.0,132.0
13.0,14.0
67.0,129.0
13.0,55.0
3.0,19.0
32.0,42.0
31.0,50.0
24.0,51.0
28.0,44.0
42.0,9.0
6.0,2.0
7.0,4.0
6.0,11.0
43.0,89.0
37.0,3.0
35.0,61.0
6.0,17.0
26.0,12.0
9.0,9.0
156.0,296.0
10.0,8.0
3.0,15.0
34.0,47.0
30.0,36.0
31.0,52.0
30.0,66.0
10.0,3.0
44.0,69.0
18.0,3.0
583.0,1010.0
41.0,12.0
29.0,14.0
1041.0,2115.0
3.0,4.0
7.0,6.0
4.0,3.0
3.0,3.0
22.0,15.0
22.0,43.0
319.0,590.0
4.0,4.0
15.0,4.0
21.0,4.0
5.0,4.0
25.0,50.0
78.0,141.0
716.0,1144.0
6.0,12.0
107.0,202.0
38.0,107.0
18.0,5.0
10.0,42.0
57.0,28.0
11.0,8.0
827.0,1261.0
4.0,4.0
98.0,141.0
2.0,5.0
11.0,4.0
973.0,2158.0
480.0,1039.0
15.0,53.0
173.0,203.0
35.0,89.0
15.0,4.0
220.0,622.0
77.0,135.0
18.0,14.0
4.0,8.0
50.0,46.0
42.0,24.0
5.0,7.0
40.0,76.0
1161.0,2470.0
11.0,4.0
137.0,205.0
30.0,17.0
78.0,97.0
11.0,21.0
16.0,18.0
44.0,47.0
45.0,39.0
24.0,22.0
15.0,25.0
15.0,15.0
10.0,4.0
9.0,10.0
62.0,96.0
