PHEV,BEV
66.0,22.0
842.0,1684.0
276.0,224.0
75.0,92.0
125.0,14.0
2.0,14.0
18.0,19.0
21.0,56.0
34.0,55.0
50.0,2.0
92.0,47.0
475.0,57.0
673.0,394.0
56.0,43.0
59.0,18.0
38.0,31.0
36.0,19.0
429.0,157.0
30.0,19.0
15.0,70.0
852.0,392.0
26.0,11.0
1458.0,784.0
1423.0,484.0
226.0,37.0
95.0,52.0
327.0,198.0
130.0,57.0
249.0,50.0
106.0,19.0
36.0,20.0
37.0,18.0
2692.0,265.0
37.0,72.0
253.0,34.0
258.0,115.0
381.0,202.0
109.0,107.0
57.0,8.0
66.0,28.0
3112.0,631.0
40.0,5.0
116.0,40.0
297.0,184.0
18.0,28.0
20.0,9.0
123.0,20.0
834.0,1312.0
344.0,209.0
23.0,18.0
80.0,75.0
169.0,40.0
14.0,7.0
33.0,39.0
94.0,40.0
45.0,46.0
27.0,16.0
118.0,5.0
117.0,8.0
62.0,10.0
428.0,111.0
934.0,334.0
57.0,63.0
15.0,24.0
14.0,19.0
40.0,56.0
19.0,3.0
515.0,334.0
37.0,43.0
58.0,202.0
93.0,6.0
815.0,244.0
19.0,35.0
1557.0,1027.0
1429.0,2505.0
238.0,90.0
256.0,29.0
438.0,180.0
130.0,42.0
307.0,63.0
11.0,19.0
49.0,105.0
37.0,19.0
86.0,36.0
3034.0,1107.0
240.0,21.0
222.0,171.0
257.0,172.0
396.0,62.0
261.0,40.0
40.0,7.0
85.0,4.0
3780.0,894.0
24.0,10.0
33.0,1.0
167.0,41.0
373.0,21.0
84.0,35.0
52.0,5.0
101.0,4.0
1231.0,1077.0
28.0,6.0
367.0,151.0
47.0,66.0
125.0,98.0
41.0,38.0
87.0,132.0
100.0,39.0
31.0,192.0
48.0,20.0
42.0,10.0
313.0,221.0
1018.0,825.0
41.0,107.0
20.0,7.0
127.0,12.0
3.0,21.0
27.0,40.0
33.0,21.0
482.0,430.0
3.0,99.0
21.0,18.0
1110.0,523.0
1682.0,1965.0
1302.0,2731.0
247.0,100.0
237.0,99.0
427.0,383.0
144.0,87.0
204.0,160.0
79.0,152.0
69.0,54.0
2908.0,829.0
241.0,106.0
339.0,168.0
285.0,192.0
323.0,110.0
100.0,60.0
28.0,21.0
22.0,10.0
30.0,153.0
37.0,16.0
3681.0,1235.0
65.0,64.0
566.0,94.0
215.0,88.0
69.0,21.0
113.0,50.0
1080.0,1757.0
428.0,274.0
169.0,24.0
195.0,29.0
7.0,25.0
92.0,133.0
78.0,8.0
66.0,7.0
104.0,76.0
33.0,63.0
16.0,605.0
37.0,6.0
309.0,177.0
657.0,260.0
2.0,53.0
48.0,21.0
47.0,40.0
34.0,64.0
442.0,267.0
64.0,30.0
75.0,171.0
1195.0,451.0
22.0,20.0
1878.0,1065.0
1758.0,441.0
139.0,39.0
216.0,11.0
412.0,447.0
76.0,26.0
377.0,192.0
44.0,21.0
34.0,107.0
92.0,64.0
4452.0,884.0
100.0,154.0
483.0,241.0
273.0,175.0
406.0,169.0
278.0,98.0
56.0,44.0
40.0,13.0
3934.0,764.0
35.0,47.0
296.0,177.0
212.0,106.0
89.0,30.0
97.0,43.0
1178.0,1156.0
40.0,19.0
351.0,547.0
127.0,410.0
293.0,26.0
61.0,15.0
186.0,21.0
59.0,39.0
23.0,35.0
97.0,44.0
46.0,19.0
466.0,352.0
814.0,302.0
22.0,14.0
40.0,20.0
59.0,60.0
18.0,9.0
51.0,67.0
290.0,518.0
67.0,63.0
52.0,21.0
1256.0,670.0
28.0,16.0
2236.0,1762.0
1319.0,1495.0
145.0,128.0
107.0,13.0
474.0,186.0
105.0,47.0
335.0,173.0
106.0,20.0
47.0,40.0
90.0,156.0
1245.0,1141.0
171.0,135.0
212.0,274.0
269.0,683.0
381.0,122.0
217.0,154.0
1.0,9.0
114.0,26.0
76.0,24.0
3734.0,876.0
222.0,240.0
276.0,457.0
153.0,51.0
67.0,46.0
164.0,9.0
1212.0,1698.0
426.0,452.0
63.0,21.0
170.0,46.0
137.0,1.0
77.0,20.0
30.0,29.0
44.0,21.0
24.0,28.0
49.0,24.0
491.0,264.0
1129.0,278.0
34.0,19.0
48.0,86.0
20.0,4.0
89.0,1.0
381.0,656.0
917.0,589.0
2081.0,1847.0
456.0,952.0
192.0,92.0
67.0,49.0
363.0,158.0
133.0,84.0
275.0,319.0
29.0,1.0
35.0,7.0
30.0,20.0
143.0,51.0
419.0,779.0
146.0,107.0
258.0,155.0
354.0,355.0
379.0,155.0
171.0,164.0
54.0,7.0
74.0,9.0
3701.0,1719.0
39.0,40.0
23.0,2.0
333.0,117.0
386.0,162.0
9.0,44.0
125.0,27.0
93.0,21.0
1271.0,1877.0
36.0,22.0
480.0,238.0
262.0,47.0
184.0,98.0
193.0,44.0
3.0,21.0
165.0,40.0
184.0,2.0
28.0,20.0
467.0,470.0
942.0,294.0
51.0,20.0
683.0,255.0
1171.0,435.0
71.0,7.0
1985.0,1304.0
553.0,550.0
122.0,110.0
156.0,5.0
398.0,87.0
401.0,132.0
79.0,21.0
223.0,40.0
1257.0,424.0
217.0,98.0
420.0,124.0
337.0,297.0
375.0,109.0
325.0,199.0
1.0,62.0
3695.0,957.0
214.0,35.0
420.0,145.0
82.0,16.0
99.0,5.0
1392.0,806.0
17.0,20.0
409.0,325.0
101.0,395.0
201.0,64.0
49.0,22.0
73.0,22.0
29.0,43.0
105.0,20.0
82.0,18.0
10.0,22.0
234.0,118.0
795.0,289.0
7.0,45.0
44.0,19.0
457.0,419.0
59.0,17.0
1026.0,496.0
124.0,47.0
1756.0,987.0
345.0,421.0
175.0,23.0
102.0,22.0
440.0,167.0
124.0,101.0
245.0,79.0
37.0,36.0
121.0,40.0
615.0,396.0
251.0,102.0
250.0,137.0
354.0,333.0
538.0,285.0
717.0,87.0
55.0,1.0
1.0,24.0
158.0,24.0
3580.0,993.0
9.0,18.0
23.0,4.0
185.0,139.0
382.0,95.0
111.0,24.0
41.0,88.0
111.0,16.0
1082.0,1056.0
390.0,151.0
25.0,22.0
186.0,103.0
202.0,70.0
113.0,22.0
27.0,3.0
37.0,39.0
117.0,1.0
366.0,133.0
463.0,311.0
46.0,28.0
21.0,21.0
4.0,35.0
64.0,42.0
611.0,358.0
101.0,35.0
911.0,502.0
1888.0,2135.0
416.0,985.0
174.0,85.0
101.0,41.0
343.0,108.0
126.0,84.0
395.0,244.0
49.0,22.0
149.0,132.0
1126.0,1247.0
102.0,30.0
275.0,216.0
482.0,203.0
332.0,168.0
336.0,161.0
16.0,3.0
63.0,22.0
53.0,60.0
3478.0,1306.0
77.0,34.0
90.0,39.0
224.0,190.0
415.0,109.0
125.0,52.0
65.0,2.0
1574.0,1509.0
688.0,132.0
194.0,10.0
59.0,14.0
63.0,9.0
129.0,22.0
35.0,23.0
476.0,147.0
871.0,209.0
69.0,64.0
69.0,22.0
73.0,24.0
473.0,245.0
26.0,13.0
809.0,355.0
2277.0,920.0
650.0,852.0
145.0,54.0
191.0,146.0
506.0,81.0
71.0,41.0
504.0,55.0
37.0,21.0
85.0,23.0
175.0,88.0
2138.0,585.0
350.0,47.0
282.0,45.0
175.0,183.0
435.0,70.0
201.0,71.0
88.0,23.0
3778.0,779.0
118.0,2.0
26.0,24.0
226.0,170.0
348.0,60.0
232.0,35.0
73.0,22.0
61.0,24.0
1615.0,1013.0
419.0,208.0
148.0,101.0
170.0,62.0
120.0,124.0
74.0,2.0
94.0,49.0
39.0,24.0
392.0,140.0
823.0,303.0
71.0,5.0
50.0,11.0
52.0,25.0
49.0,22.0
62.0,47.0
193.0,26.0
713.0,221.0
88.0,18.0
1468.0,184.0
2124.0,957.0
631.0,877.0
159.0,21.0
552.0,120.0
209.0,16.0
510.0,174.0
137.0,25.0
71.0,29.0
2810.0,446.0
147.0,41.0
291.0,88.0
469.0,207.0
482.0,93.0
244.0,65.0
24.0,18.0
4868.0,1121.0
116.0,66.0
328.0,219.0
138.0,48.0
1435.0,1094.0
567.0,118.0
154.0,249.0
139.0,40.0
70.0,23.0
60.0,14.0
86.0,69.0
361.0,201.0
1187.0,529.0
70.0,22.0
16.0,24.0
44.0,38.0
137.0,45.0
690.0,430.0
1160.0,493.0
2071.0,2552.0
2113.0,2301.0
255.0,62.0
132.0,17.0
619.0,90.0
247.0,94.0
524.0,241.0
42.0,5.0
172.0,45.0
54.0,23.0
237.0,66.0
4277.0,1687.0
295.0,217.0
303.0,134.0
312.0,209.0
589.0,82.0
400.0,79.0
62.0,72.0
4869.0,1451.0
28.0,44.0
357.0,41.0
355.0,172.0
111.0,17.0
64.0,12.0
1514.0,2699.0
813.0,264.0
192.0,22.0
299.0,120.0
109.0,79.0
43.0,8.0
160.0,21.0
222.0,53.0
24.0,12.0
433.0,242.0
1336.0,292.0
4.0,5.0
75.0,36.0
153.0,9.0
116.0,75.0
1097.0,517.0
70.0,20.0
197.0,19.0
1653.0,708.0
72.0,49.0
2561.0,1469.0
1434.0,1756.0
339.0,55.0
202.0,74.0
750.0,256.0
182.0,42.0
669.0,133.0
57.0,23.0
40.0,13.0
101.0,25.0
116.0,7.0
2878.0,669.0
343.0,11.0
613.0,61.0
608.0,81.0
545.0,185.0
473.0,195.0
22.0,120.0
25.0,15.0
5370.0,1376.0
55.0,82.0
26.0,5.0
386.0,221.0
308.0,353.0
93.0,16.0
119.0,3.0
218.0,31.0
1898.0,1623.0
45.0,22.0
32.0,17.0
747.0,235.0
335.0,103.0
273.0,37.0
104.0,19.0
240.0,103.0
29.0,47.0
114.0,22.0
175.0,61.0
24.0,25.0
272.0,249.0
1515.0,421.0
107.0,135.0
99.0,24.0
27.0,48.0
139.0,25.0
795.0,708.0
141.0,255.0
1972.0,603.0
79.0,25.0
3101.0,1872.0
1472.0,1294.0
208.0,45.0
250.0,170.0
791.0,397.0
160.0,78.0
468.0,165.0
134.0,84.0
124.0,93.0
1300.0,587.0
222.0,206.0
424.0,197.0
604.0,310.0
635.0,204.0
333.0,220.0
22.0,33.0
96.0,25.0
5468.0,1629.0
149.0,25.0
64.0,25.0
544.0,141.0
424.0,209.0
117.0,54.0
1839.0,2103.0
26.0,49.0
34.0,15.0
624.0,539.0
204.0,74.0
307.0,73.0
38.0,25.0
83.0,23.0
98.0,29.0
110.0,13.0
184.0,46.0
146.0,45.0
76.0,23.0
1.0,5.0
464.0,465.0
1159.0,458.0
10.0,46.0
16.0,23.0
14.0,30.0
118.0,73.0
953.0,1156.0
52.0,58.0
47.0,47.0
1638.0,760.0
30.0,40.0
2698.0,3399.0
1696.0,2732.0
253.0,82.0
139.0,95.0
673.0,306.0
232.0,158.0
591.0,237.0
83.0,23.0
113.0,27.0
173.0,45.0
2250.0,775.0
267.0,48.0
467.0,83.0
327.0,296.0
475.0,235.0
522.0,188.0
19.0,18.0
57.0,24.0
76.0,23.0
132.0,40.0
4563.0,2294.0
115.0,33.0
29.0,22.0
657.0,167.0
353.0,287.0
99.0,97.0
134.0,6.0
112.0,112.0
1933.0,2258.0
677.0,319.0
24.0,57.0
105.0,160.0
341.0,55.0
33.0,24.0
65.0,24.0
117.0,25.0
83.0,1.0
52.0,23.0
130.0,34.0
139.0,43.0
500.0,280.0
1431.0,512.0
33.0,50.0
115.0,1.0
201.0,46.0
795.0,755.0
72.0,15.0
23.0,37.0
1844.0,465.0
43.0,22.0
2990.0,2081.0
1020.0,1518.0
147.0,29.0
302.0,115.0
703.0,219.0
250.0,21.0
485.0,172.0
89.0,47.0
46.0,24.0
101.0,88.0
3601.0,571.0
270.0,96.0
439.0,130.0
314.0,330.0
516.0,151.0
474.0,258.0
13.0,21.0
125.0,23.0
4940.0,1638.0
77.0,6.0
75.0,49.0
537.0,78.0
289.0,282.0
96.0,38.0
140.0,15.0
1547.0,1894.0
659.0,427.0
270.0,194.0
391.0,98.0
94.0,22.0
118.0,55.0
124.0,13.0
49.0,23.0
99.0,63.0
171.0,78.0
150.0,9.0
604.0,307.0
1440.0,524.0
79.0,55.0
27.0,25.0
113.0,58.0
47.0,33.0
976.0,1147.0
50.0,23.0
147.0,8.0
2036.0,895.0
69.0,48.0
2896.0,3082.0
722.0,1569.0
281.0,107.0
352.0,70.0
745.0,294.0
237.0,160.0
551.0,150.0
61.0,44.0
108.0,80.0
79.0,25.0
235.0,132.0
966.0,2173.0
217.0,106.0
451.0,330.0
408.0,367.0
614.0,230.0
252.0,219.0
67.0,47.0
145.0,27.0
4861.0,1996.0
81.0,70.0
48.0,23.0
342.0,132.0
470.0,241.0
237.0,78.0
129.0,23.0
1531.0,2853.0
691.0,456.0
23.0,12.0
221.0,194.0
385.0,84.0
19.0,52.0
156.0,50.0
85.0,48.0
165.0,62.0
98.0,71.0
66.0,22.0
571.0,424.0
1217.0,547.0
65.0,16.0
73.0,51.0
126.0,8.0
167.0,5.0
660.0,1490.0
59.0,17.0
141.0,42.0
2224.0,885.0
3206.0,5061.0
708.0,2249.0
512.0,116.0
245.0,119.0
1027.0,280.0
217.0,156.0
581.0,444.0
142.0,11.0
209.0,133.0
1272.0,1740.0
170.0,178.0
663.0,498.0
452.0,560.0
552.0,400.0
318.0,196.0
27.0,1.0
13.0,20.0
60.0,16.0
117.0,38.0
5790.0,3807.0
23.0,28.0
72.0,73.0
446.0,237.0
377.0,284.0
125.0,46.0
123.0,16.0
148.0,33.0
2062.0,4115.0
31.0,2.0
631.0,373.0
247.0,134.0
235.0,99.0
82.0,74.0
169.0,47.0
112.0,4.0
61.0,56.0
776.0,459.0
1733.0,514.0
133.0,44.0
105.0,24.0
25.0,22.0
73.0,22.0
23.0,23.0
119.0,40.0
1760.0,926.0
54.0,44.0
122.0,23.0
2953.0,731.0
3683.0,3101.0
921.0,1005.0
465.0,87.0
241.0,101.0
1227.0,406.0
472.0,150.0
486.0,295.0
66.0,13.0
133.0,45.0
93.0,27.0
211.0,202.0
2376.0,1487.0
358.0,172.0
723.0,241.0
643.0,572.0
858.0,213.0
358.0,46.0
33.0,14.0
122.0,46.0
197.0,31.0
6836.0,2079.0
36.0,51.0
533.0,169.0
522.0,356.0
153.0,104.0
61.0,24.0
256.0,57.0
2124.0,3289.0
47.0,38.0
605.0,2865.0
337.0,330.0
244.0,146.0
21.0,23.0
170.0,75.0
155.0,57.0
188.0,1.0
25.0,137.0
659.0,766.0
1018.0,862.0
14.0,8.0
44.0,44.0
69.0,23.0
18.0,23.0
1.0,42.0
46.0,41.0
1097.0,1548.0
92.0,19.0
152.0,59.0
2234.0,1057.0
17.0,22.0
2975.0,4285.0
802.0,1482.0
302.0,87.0
468.0,27.0
756.0,477.0
248.0,206.0
451.0,514.0
22.0,33.0
146.0,23.0
108.0,23.0
235.0,358.0
2832.0,1321.0
113.0,200.0
579.0,512.0
575.0,827.0
781.0,406.0
258.0,214.0
66.0,24.0
134.0,25.0
85.0,67.0
5274.0,3336.0
37.0,63.0
125.0,24.0
302.0,179.0
499.0,391.0
125.0,40.0
99.0,72.0
1762.0,5052.0
48.0,23.0
924.0,1553.0
289.0,280.0
227.0,52.0
106.0,90.0
78.0,113.0
76.0,24.0
45.0,104.0
77.0,117.0
64.0,58.0
90.0,18.0
466.0,624.0
1429.0,1389.0
58.0,103.0
34.0,13.0
86.0,47.0
89.0,70.0
91.0,24.0
105.0,24.0
1091.0,1669.0
34.0,58.0
164.0,107.0
1825.0,1920.0
3167.0,5198.0
931.0,3033.0
385.0,230.0
958.0,308.0
790.0,506.0
215.0,167.0
457.0,459.0
61.0,41.0
48.0,31.0
182.0,369.0
1928.0,1759.0
256.0,248.0
511.0,417.0
476.0,1132.0
559.0,457.0
307.0,261.0
30.0,22.0
81.0,23.0
25.0,1.0
37.0,81.0
153.0,81.0
5510.0,3759.0
85.0,48.0
71.0,45.0
545.0,416.0
404.0,428.0
234.0,48.0
142.0,46.0
160.0,40.0
1550.0,6071.0
650.0,193.0
223.0,85.0
309.0,11.0
125.0,57.0
47.0,1.0
47.0,23.0
88.0,45.0
113.0,33.0
49.0,15.0
626.0,358.0
1327.0,307.0
73.0,40.0
30.0,19.0
107.0,14.0
855.0,709.0
72.0,47.0
128.0,72.0
1624.0,977.0
2821.0,1937.0
868.0,1469.0
285.0,52.0
413.0,5.0
514.0,265.0
220.0,42.0
435.0,194.0
161.0,147.0
1681.0,765.0
296.0,23.0
511.0,163.0
361.0,381.0
675.0,96.0
402.0,100.0
33.0,4.0
42.0,22.0
87.0,6.0
161.0,48.0
5627.0,1426.0
22.0,27.0
44.0,23.0
368.0,117.0
399.0,229.0
200.0,46.0
40.0,37.0
158.0,65.0
1763.0,1802.0
752.0,262.0
180.0,99.0
204.0,63.0
4.0,66.0
51.0,25.0
82.0,11.0
166.0,42.0
42.0,73.0
45.0,23.0
678.0,310.0
1400.0,272.0
26.0,48.0
122.0,20.0
38.0,40.0
45.0,32.0
813.0,824.0
86.0,66.0
1858.0,555.0
108.0,22.0
2421.0,2052.0
1228.0,1185.0
181.0,49.0
316.0,71.0
550.0,164.0
172.0,47.0
343.0,147.0
34.0,23.0
51.0,17.0
274.0,96.0
1058.0,772.0
233.0,104.0
439.0,252.0
417.0,391.0
523.0,314.0
532.0,171.0
165.0,17.0
6098.0,2117.0
42.0,13.0
285.0,296.0
442.0,176.0
201.0,20.0
115.0,5.0
108.0,47.0
2307.0,2963.0
585.0,619.0
261.0,173.0
208.0,95.0
62.0,9.0
130.0,57.0
202.0,152.0
47.0,11.0
96.0,33.0
78.0,105.0
102.0,25.0
114.0,4.0
678.0,442.0
1639.0,847.0
63.0,66.0
209.0,92.0
50.0,22.0
157.0,43.0
982.0,1378.0
10.0,25.0
117.0,69.0
2160.0,995.0
61.0,18.0
2949.0,4175.0
2546.0,1689.0
422.0,108.0
303.0,270.0
892.0,388.0
294.0,199.0
461.0,223.0
143.0,23.0
156.0,23.0
239.0,166.0
3098.0,2185.0
306.0,180.0
604.0,280.0
552.0,631.0
864.0,529.0
313.0,375.0
48.0,29.0
24.0,21.0
183.0,78.0
128.0,40.0
6053.0,3054.0
160.0,103.0
87.0,75.0
400.0,109.0
385.0,509.0
215.0,1.0
149.0,54.0
146.0,29.0
2550.0,3963.0
32.0,22.0
1191.0,674.0
25.0,2.0
308.0,232.0
232.0,153.0
40.0,7.0
203.0,91.0
137.0,92.0
89.0,39.0
85.0,39.0
210.0,72.0
46.0,43.0
101.0,9.0
508.0,413.0
1413.0,776.0
75.0,68.0
38.0,19.0
63.0,30.0
32.0,26.0
23.0,1.0
25.0,18.0
727.0,679.0
82.0,56.0
44.0,31.0
1597.0,1033.0
67.0,47.0
2528.0,2804.0
1889.0,1726.0
469.0,90.0
355.0,97.0
909.0,576.0
265.0,153.0
438.0,319.0
60.0,19.0
93.0,62.0
228.0,31.0
1227.0,1774.0
347.0,310.0
490.0,186.0
444.0,465.0
515.0,268.0
509.0,237.0
58.0,48.0
23.0,20.0
48.0,23.0
5784.0,2264.0
113.0,108.0
342.0,266.0
449.0,332.0
98.0,16.0
121.0,5.0
192.0,90.0
2632.0,2772.0
63.0,22.0
769.0,447.0
217.0,179.0
249.0,133.0
36.0,1.0
49.0,27.0
110.0,114.0
79.0,85.0
32.0,23.0
220.0,98.0
129.0,71.0
76.0,45.0
74.0,17.0
782.0,447.0
1523.0,869.0
98.0,67.0
27.0,62.0
31.0,45.0
92.0,35.0
39.0,35.0
55.0,87.0
1025.0,1373.0
22.0,37.0
216.0,58.0
1806.0,1163.0
2986.0,3270.0
1121.0,1846.0
339.0,190.0
407.0,174.0
865.0,409.0
109.0,174.0
581.0,414.0
49.0,6.0
51.0,57.0
132.0,78.0
259.0,180.0
1472.0,1514.0
275.0,159.0
665.0,414.0
523.0,548.0
596.0,376.0
459.0,282.0
25.0,27.0
105.0,5.0
156.0,23.0
200.0,45.0
6173.0,2865.0
110.0,49.0
124.0,18.0
565.0,147.0
768.0,474.0
164.0,79.0
177.0,47.0
141.0,138.0
1953.0,3358.0
671.0,557.0
267.0,337.0
444.0,187.0
24.0,24.0
101.0,56.0
122.0,82.0
271.0,81.0
50.0,47.0
99.0,55.0
158.0,184.0
965.0,753.0
1197.0,810.0
38.0,50.0
27.0,2.0
136.0,19.0
108.0,120.0
44.0,31.0
134.0,71.0
1183.0,1279.0
60.0,24.0
111.0,98.0
1787.0,1593.0
3444.0,5751.0
962.0,2101.0
323.0,114.0
412.0,133.0
849.0,594.0
402.0,141.0
530.0,703.0
88.0,22.0
131.0,83.0
173.0,221.0
1911.0,1919.0
257.0,273.0
804.0,628.0
328.0,995.0
487.0,424.0
402.0,229.0
47.0,24.0
5.0,53.0
48.0,48.0
142.0,102.0
5328.0,3644.0
71.0,75.0
585.0,464.0
646.0,478.0
114.0,93.0
217.0,10.0
229.0,150.0
1898.0,4791.0
39.0,24.0
119.0,24.0
694.0,385.0
314.0,915.0
393.0,84.0
104.0,48.0
147.0,184.0
88.0,84.0
43.0,20.0
163.0,47.0
74.0,106.0
36.0,23.0
836.0,485.0
1662.0,678.0
55.0,3.0
34.0,45.0
90.0,35.0
87.0,12.0
80.0,61.0
82.0,86.0
1164.0,962.0
122.0,37.0
170.0,69.0
2050.0,832.0
3541.0,2853.0
6697.0,2023.0
534.0,75.0
177.0,35.0
849.0,492.0
282.0,67.0
355.0,397.0
119.0,540.0
71.0,119.0
306.0,210.0
2589.0,1038.0
376.0,241.0
792.0,525.0
318.0,373.0
908.0,360.0
405.0,227.0
41.0,179.0
118.0,15.0
6127.0,2398.0
114.0,29.0
49.0,21.0
547.0,351.0
288.0,346.0
164.0,58.0
56.0,11.0
117.0,49.0
1893.0,3149.0
718.0,930.0
274.0,283.0
400.0,154.0
22.0,42.0
197.0,25.0
161.0,63.0
55.0,23.0
157.0,118.0
171.0,113.0
106.0,57.0
695.0,604.0
1715.0,783.0
33.0,38.0
75.0,43.0
118.0,32.0
44.0,83.0
127.0,50.0
1221.0,1206.0
106.0,61.0
89.0,9.0
1936.0,1334.0
2726.0,3683.0
765.0,1863.0
366.0,147.0
346.0,69.0
1064.0,504.0
170.0,167.0
418.0,516.0
45.0,25.0
159.0,23.0
136.0,47.0
255.0,262.0
1039.0,1451.0
280.0,232.0
845.0,430.0
755.0,679.0
581.0,285.0
463.0,381.0
38.0,8.0
146.0,108.0
162.0,62.0
5863.0,3314.0
87.0,89.0
95.0,23.0
564.0,243.0
523.0,501.0
125.0,72.0
124.0,63.0
183.0,73.0
1966.0,3749.0
654.0,707.0
63.0,173.0
208.0,504.0
298.0,154.0
117.0,43.0
152.0,56.0
129.0,150.0
50.0,22.0
112.0,353.0
154.0,70.0
62.0,48.0
429.0,592.0
1671.0,851.0
83.0,21.0
25.0,49.0
79.0,21.0
65.0,35.0
71.0,43.0
39.0,67.0
209.0,31.0
970.0,2086.0
2107.0,1369.0
41.0,50.0
3338.0,5082.0
1255.0,2550.0
245.0,73.0
452.0,178.0
568.0,453.0
143.0,138.0
579.0,511.0
27.0,26.0
112.0,18.0
145.0,113.0
232.0,371.0
969.0,1803.0
386.0,234.0
429.0,735.0
651.0,797.0
541.0,544.0
590.0,224.0
45.0,53.0
60.0,30.0
38.0,24.0
54.0,40.0
126.0,23.0
6053.0,3817.0
74.0,54.0
131.0,30.0
455.0,418.0
555.0,389.0
62.0,56.0
49.0,24.0
155.0,143.0
2022.0,4900.0
826.0,602.0
95.0,22.0
196.0,212.0
211.0,139.0
88.0,49.0
64.0,96.0
71.0,67.0
139.0,141.0
171.0,205.0
26.0,624.0
484.0,438.0
1300.0,1695.0
63.0,6.0
41.0,71.0
96.0,5.0
134.0,53.0
923.0,1424.0
71.0,45.0
93.0,56.0
1823.0,1036.0
3481.0,3271.0
749.0,1321.0
261.0,151.0
219.0,369.0
838.0,619.0
227.0,160.0
494.0,498.0
52.0,25.0
204.0,207.0
1873.0,1669.0
246.0,214.0
801.0,531.0
564.0,532.0
611.0,458.0
419.0,294.0
14.0,57.0
32.0,25.0
66.0,25.0
59.0,49.0
315.0,128.0
6176.0,2389.0
131.0,35.0
86.0,48.0
575.0,651.0
471.0,429.0
95.0,34.0
77.0,77.0
131.0,107.0
2077.0,2964.0
22.0,11.0
497.0,470.0
49.0,5.0
435.0,175.0
183.0,87.0
16.0,22.0
59.0,24.0
82.0,198.0
72.0,47.0
96.0,67.0
208.0,75.0
46.0,35.0
571.0,401.0
908.0,949.0
47.0,48.0
64.0,82.0
48.0,29.0
123.0,18.0
48.0,33.0
129.0,72.0
696.0,956.0
207.0,72.0
1755.0,1036.0
19.0,7.0
2381.0,3184.0
653.0,1108.0
305.0,109.0
247.0,95.0
671.0,287.0
33.0,95.0
454.0,369.0
24.0,68.0
96.0,141.0
35.0,23.0
145.0,173.0
829.0,970.0
273.0,187.0
781.0,370.0
427.0,410.0
554.0,375.0
393.0,112.0
100.0,42.0
123.0,119.0
4503.0,2961.0
68.0,111.0
561.0,156.0
446.0,452.0
179.0,140.0
67.0,63.0
318.0,68.0
1826.0,2807.0
686.0,693.0
30.0,24.0
313.0,415.0
257.0,204.0
61.0,24.0
133.0,70.0
160.0,23.0
28.0,23.0
79.0,22.0
208.0,192.0
55.0,49.0
94.0,65.0
730.0,840.0
1384.0,1078.0
48.0,40.0
84.0,128.0
13.0,26.0
785.0,2008.0
141.0,59.0
59.0,45.0
1592.0,1801.0
170.0,2.0
2922.0,6389.0
465.0,2254.0
289.0,152.0
271.0,135.0
674.0,826.0
217.0,202.0
553.0,554.0
36.0,24.0
104.0,68.0
37.0,47.0
137.0,246.0
1321.0,2208.0
201.0,202.0
424.0,683.0
332.0,1060.0
651.0,400.0
431.0,362.0
27.0,23.0
39.0,59.0
17.0,46.0
112.0,73.0
5218.0,4686.0
52.0,130.0
72.0,29.0
322.0,334.0
528.0,421.0
205.0,99.0
90.0,69.0
160.0,75.0
1442.0,5399.0
24.0,48.0
11.0,47.0
1172.0,260.0
249.0,200.0
295.0,117.0
65.0,1.0
17.0,22.0
174.0,63.0
145.0,43.0
85.0,12.0
140.0,49.0
144.0,61.0
63.0,21.0
23.0,40.0
731.0,268.0
1975.0,893.0
89.0,85.0
59.0,13.0
16.0,20.0
69.0,40.0
77.0,2.0
1169.0,876.0
65.0,17.0
118.0,8.0
1810.0,937.0
48.0,12.0
3111.0,2779.0
530.0,1013.0
337.0,86.0
524.0,50.0
953.0,384.0
164.0,184.0
616.0,285.0
74.0,44.0
213.0,19.0
1996.0,1204.0
485.0,234.0
707.0,308.0
593.0,578.0
726.0,186.0
360.0,69.0
125.0,28.0
67.0,23.0
6138.0,1918.0
123.0,32.0
100.0,3.0
541.0,193.0
556.0,334.0
261.0,118.0
121.0,26.0
109.0,24.0
2024.0,2641.0
43.0,3.0
43.0,7.0
1001.0,404.0
299.0,250.0
312.0,69.0
103.0,10.0
132.0,23.0
67.0,31.0
63.0,25.0
143.0,4.0
139.0,92.0
82.0,23.0
24.0,21.0
591.0,377.0
1576.0,814.0
102.0,13.0
73.0,23.0
129.0,44.0
1221.0,1039.0
26.0,54.0
1692.0,764.0
76.0,19.0
3212.0,2910.0
671.0,1622.0
233.0,117.0
239.0,135.0
990.0,347.0
187.0,22.0
655.0,262.0
112.0,93.0
35.0,20.0
382.0,69.0
1321.0,1000.0
365.0,146.0
836.0,425.0
467.0,358.0
890.0,292.0
585.0,294.0
101.0,25.0
53.0,40.0
74.0,33.0
101.0,25.0
6516.0,2487.0
104.0,17.0
24.0,25.0
395.0,186.0
376.0,324.0
119.0,47.0
113.0,18.0
92.0,50.0
1769.0,2773.0
107.0,5.0
743.0,406.0
49.0,17.0
324.0,203.0
137.0,140.0
25.0,23.0
48.0,23.0
217.0,38.0
101.0,53.0
51.0,7.0
111.0,29.0
92.0,96.0
77.0,23.0
70.0,4.0
467.0,597.0
1260.0,1001.0
73.0,51.0
113.0,33.0
1.0,25.0
79.0,67.0
94.0,79.0
867.0,1479.0
