,Unnamed: 0,population,household_income,state,county
657,657,23597.0,9487.0,,Ouachita County
658,658,10342.0,3700.0,,Perry County
659,659,18151.0,7561.0,,Phillips County
660,660,10714.0,4215.0,,Pike County
661,661,23747.0,9567.0,,Poinsett County
662,662,19999.0,8114.0,,Polk County
663,663,63926.0,22863.0,,Pope County
664,664,8138.0,3755.0,,Prairie County
665,665,393078.0,161652.0,,Pulaski County
666,666,17934.0,7294.0,,Randolph County
667,667,25477.0,9313.0,,St. Francis County
668,668,120990.0,45098.0,,Saline County
669,669,10269.0,4114.0,,Scott County
670,670,7898.0,3235.0,,Searcy County
671,671,127670.0,52026.0,,Sebastian County
672,672,16947.0,5690.0,,Sevier County
673,673,17217.0,7315.0,,Sharp County
674,674,12582.0,4866.0,,Stone County
675,675,39089.0,15855.0,,Union County
676,676,236198.0,89094.0,,Washington County
677,677,78725.0,28903.0,,White County
678,678,21425.0,7797.0,,Yell County
679,679,892153.0,353653.0,,Hartford County
680,680,181143.0,74902.0,,Litchfield County
681,681,855733.0,332765.0,,New Haven County
682,682,266868.0,109616.0,,New London County
683,683,116657.0,45589.0,,Windham County
684,684,701974.0,288307.0,,District of Columbia
685,685,5708.0,1306.0,,Aleutians West Census Area
686,686,292090.0,106970.0,,Anchorage Municipality
687,687,739.0,284.0,,Bristol Bay Borough
688,688,6495.0,2310.0,,Chugach Census Area
689,689,2502.0,726.0,,Denali Borough
690,690,4934.0,1430.0,,Dillingham Census Area
691,691,2547.0,917.0,,Haines Borough
692,692,2135.0,755.0,,Hoonah-Angoon Census Area
693,693,58809.0,21781.0,,Kenai Peninsula Borough
694,694,13833.0,5299.0,,Ketchikan Gateway Borough
695,695,8298.0,1750.0,,Kusilvak Census Area
696,696,107360.0,31964.0,,Matanuska-Susitna Borough
697,697,10009.0,2777.0,,Nome Census Area
698,698,7709.0,1795.0,,Northwest Arctic Borough
699,699,3278.0,1204.0,,Petersburg Borough
700,700,8569.0,3572.0,,Sitka City and Borough
701,701,1300.0,411.0,,Skagway Municipality
702,702,2510.0,989.0,,Wrangell City and Borough
703,703,597.0,221.0,,Yakutat City and Borough
704,704,5305.0,1857.0,,Yukon-Koyukuk Census Area
705,705,16153.0,6240.0,CO,Alamosa County
706,706,13588.0,5736.0,CO,Archuleta County
707,707,3570.0,1728.0,CO,Baca County
708,708,324682.0,127365.0,CO,Boulder County
709,709,69444.0,27199.0,CO,Broomfield County
710,710,1999.0,804.0,CO,Cheyenne County
711,711,8130.0,3222.0,CO,Conejos County
712,712,3810.0,1620.0,CO,Costilla County
713,713,10258.0,4132.0,,Ralls County
714,714,24769.0,8872.0,,Randolph County
715,715,22900.0,8766.0,,Ray County
716,716,6274.0,2580.0,,Reynolds County
717,717,13484.0,4973.0,,Ripley County
718,718,398472.0,149472.0,,St. Charles County
719,719,9455.0,4120.0,,St. Clair County
720,720,17887.0,7252.0,,Ste. Genevieve County
721,721,66653.0,24572.0,,St. Francois County
722,722,996179.0,409658.0,,St. Louis County
723,723,22932.0,8235.0,,Saline County
724,724,4550.0,1440.0,,Schuyler County
725,725,4923.0,1687.0,,Scotland County
726,726,38538.0,15342.0,,Scott County
727,727,5975.0,2485.0,,Shelby County
728,728,29255.0,11545.0,,Stoddard County
729,729,6163.0,2218.0,,Sullivan County
730,730,55563.0,22390.0,,Taney County
731,731,20560.0,8294.0,,Vernon County
732,732,35090.0,13129.0,,Warren County
733,733,13058.0,5438.0,,Wayne County
734,734,39127.0,13697.0,,Webster County
735,735,18256.0,6977.0,,Wright County
736,736,268105.0,101979.0,,Alachua County
737,737,28679.0,8828.0,,Baker County
738,738,27723.0,9318.0,,Bradford County
739,739,594001.0,236005.0,,Brevard County
740,740,14324.0,4510.0,,Calhoun County
741,741,185926.0,79789.0,,Charlotte County
742,742,215294.0,75360.0,,Clay County
743,743,379345.0,147977.0,,Collier County
744,744,37371.0,12421.0,,DeSoto County
745,745,16740.0,6233.0,,Dixie County
746,746,316691.0,122169.0,,Escambia County
747,747,112854.0,44040.0,,Flagler County
748,748,45787.0,17307.0,,Gadsden County
749,749,18245.0,6701.0,,Gilchrist County
750,750,15073.0,5897.0,,Gulf County
751,751,14397.0,4385.0,,Hamilton County
752,752,41472.0,12878.0,,Hendry County
753,753,190700.0,76708.0,,Hernando County
754,754,1451358.0,539919.0,,Hillsborough County
755,755,19530.0,7137.0,,Holmes County
756,756,47409.0,17533.0,,Jackson County
757,757,14278.0,5643.0,,Jefferson County
758,758,356115.0,137446.0,,Lake County
759,759,756570.0,288916.0,,Lee County
760,760,40979.0,16971.0,,Levy County
761,761,18557.0,6891.0,,Madison County
762,762,393847.0,150345.0,,Manatee County
763,763,160420.0,64870.0,,Martin County
764,764,2705528.0,902200.0,,Miami-Dade County
765,765,85762.0,33475.0,,Nassau County
766,766,207430.0,79235.0,,Okaloosa County
767,767,1373784.0,468075.0,,Orange County
768,768,363666.0,109642.0,,Osceola County
769,769,1482057.0,565598.0,,Palm Beach County
770,770,539885.0,209483.0,,Pasco County
771,771,970985.0,413239.0,,Pinellas County
772,772,10732.0,4628.0,WA,Lincoln County
773,773,42080.0,17884.0,WA,Okanogan County
774,774,22121.0,9714.0,WA,Pacific County
775,775,891862.0,330999.0,WA,Pierce County
776,776,16953.0,8459.0,WA,San Juan County
777,777,11906.0,4866.0,WA,Skamania County
778,778,811572.0,298815.0,WA,Snohomish County
779,779,45233.0,17883.0,WA,Stevens County
780,780,284698.0,112323.0,WA,Thurston County
781,781,60785.0,22773.0,WA,Walla Walla County
782,782,224538.0,88978.0,WA,Whatcom County
783,783,250649.0,83765.0,WA,Yakima County
784,784,16543.0,6484.0,,Barbour County
785,785,21897.0,8691.0,,Boone County
786,786,14032.0,5341.0,,Braxton County
787,787,93328.0,39296.0,,Cabell County
788,788,7185.0,2814.0,,Calhoun County
789,789,8599.0,3385.0,,Clay County
790,790,43087.0,17388.0,,Fayette County
791,791,7970.0,2516.0,,Gilmer County
792,792,34893.0,15436.0,,Greenbrier County
793,793,23304.0,9165.0,,Hampshire County
794,794,13789.0,5933.0,,Hardy County
795,795,67620.0,27213.0,,Harrison County
796,796,56922.0,20957.0,,Jefferson County
797,797,181014.0,78137.0,,Kanawha County
798,798,20617.0,8295.0,,Lincoln County
799,799,32593.0,14164.0,,Logan County
800,800,56233.0,23033.0,,Marion County
801,801,30900.0,12350.0,,Marshall County
802,802,59370.0,25088.0,,Mercer County
803,803,27047.0,10810.0,,Mineral County
804,804,106196.0,40233.0,,Monongalia County
805,805,13344.0,5496.0,,Monroe County
806,806,24857.0,10280.0,,Nicholas County
807,807,41875.0,17254.0,,Ohio County
808,808,6968.0,3194.0,,Pendleton County
809,809,7457.0,2822.0,,Pleasants County
810,810,8382.0,3578.0,,Pocahontas County
811,811,33610.0,12430.0,,Preston County
812,812,56604.0,21694.0,,Putnam County
813,813,74452.0,31116.0,,Raleigh County
814,814,28763.0,10977.0,,Randolph County
815,815,9747.0,4161.0,,Ritchie County
816,816,13831.0,5599.0,,Roane County
817,817,12710.0,5617.0,,Summers County
818,818,16817.0,6649.0,,Taylor County
819,819,6943.0,3176.0,,Tucker County
820,820,8736.0,3402.0,,Tyler County
821,821,24451.0,9592.0,,Upshur County
822,822,39952.0,15228.0,,Wayne County
823,823,8289.0,3582.0,,Webster County
824,824,15291.0,6022.0,,Wetzel County
825,825,5764.0,2557.0,,Wirt County
826,826,84387.0,35189.0,,Wood County
827,827,20890.0,8674.0,,Wyoming County
828,828,15524.0,6483.0,,Ashland County
829,829,4941.0,2310.0,CO,Custer County
830,830,30758.0,12277.0,CO,Delta County
831,831,1896.0,930.0,CO,Dolores County
832,832,344280.0,121492.0,CO,Douglas County
833,833,54960.0,18667.0,CO,Eagle County
834,834,26230.0,8816.0,CO,Elbert County
835,835,710499.0,262780.0,CO,El Paso County
836,836,47725.0,17449.0,CO,Fremont County
837,837,59605.0,21586.0,CO,Garfield County
838,838,6108.0,2860.0,CO,Gilpin County
839,839,15536.0,6315.0,CO,Grand County
840,840,17119.0,6824.0,CO,Gunnison County
841,841,781.0,376.0,CO,Hinsdale County
842,842,6769.0,3057.0,CO,Huerfano County
843,843,1316.0,635.0,CO,Jackson County
844,844,578795.0,229007.0,CO,Jefferson County
845,845,1463.0,615.0,CO,Kiowa County
846,846,7246.0,3020.0,CO,Kit Carson County
847,847,7845.0,3275.0,CO,Lake County
848,848,56138.0,21370.0,CO,La Plata County
849,849,350523.0,134185.0,CO,Larimer County
850,850,14323.0,6750.0,CO,Las Animas County
851,851,5608.0,1513.0,CO,Lincoln County
852,852,22282.0,8301.0,CO,Logan County
853,853,152962.0,59750.0,CO,Mesa County
854,854,13150.0,5218.0,CO,Moffat County
855,855,26266.0,10521.0,CO,Montezuma County
856,856,28617.0,10863.0,CO,Morgan County
857,857,4890.0,2259.0,CO,Ouray County
858,858,18345.0,6987.0,CO,Park County
859,859,17980.0,7424.0,CO,Pitkin County
860,860,12035.0,4900.0,CO,Prowers County
861,861,6369.0,2513.0,CO,Rio Blanco County
862,862,11300.0,4737.0,CO,Rio Grande County
863,863,6730.0,2803.0,CO,Saguache County
864,864,8110.0,3604.0,CO,San Miguel County
865,865,2306.0,954.0,CO,Sedgwick County
866,866,24981.0,10460.0,CO,Teller County
867,867,4869.0,2081.0,CO,Washington County
868,868,10013.0,4108.0,CO,Yuma County
869,869,558306.0,209431.0,,New Castle County
870,870,230249.0,94223.0,,Sussex County
871,871,13302.0,3622.0,,Big Horn County
872,872,6698.0,2399.0,,Blaine County
873,873,10689.0,4524.0,,Carbon County
874,874,1305.0,650.0,,Carter County
875,875,5731.0,2301.0,,Chouteau County
876,876,1705.0,856.0,,Daniels County
877,877,8824.0,3892.0,,Dawson County
878,878,2975.0,1274.0,,Fallon County
879,879,11167.0,5057.0,,Fergus County
880,880,111401.0,45287.0,,Gallatin County
881,881,1051.0,437.0,,Garfield County
882,882,814.0,361.0,,Golden Valley County
883,883,16422.0,6471.0,,Hill County
884,884,12069.0,4445.0,,Jefferson County
885,885,30383.0,11869.0,,Lake County
886,886,68714.0,28502.0,,Lewis and Clark County
887,887,19845.0,8622.0,,Lincoln County
888,888,73784.0,29822.0,,Putnam County
889,889,255410.0,91253.0,,St. Johns County
890,890,320914.0,118527.0,,St. Lucie County
891,891,179587.0,65697.0,,Santa Rosa County
892,892,427766.0,189228.0,,Sarasota County
893,893,466695.0,178094.0,,Seminole County
894,894,129938.0,59076.0,,Sumter County
895,895,44290.0,15149.0,,Suwannee County
896,896,21709.0,7172.0,,Taylor County
897,897,15282.0,4008.0,,Union County
898,898,546107.0,220386.0,,Volusia County
899,899,32855.0,11382.0,,Wakulla County
900,900,71049.0,28635.0,,Walton County
901,901,25094.0,9037.0,,Washington County
902,902,31541.0,12786.0,,Adams County
903,903,6315.0,2725.0,,Antelope County
904,904,645.0,234.0,,Banner County
905,905,467.0,237.0,,Blaine County
906,906,10845.0,4601.0,,Box Butte County
907,907,1882.0,876.0,,Boyd County
908,908,49594.0,19016.0,,Buffalo County
909,909,6503.0,2881.0,,Burt County
910,910,26022.0,10073.0,,Cass County
911,911,8483.0,3479.0,,Cedar County
912,912,5801.0,2459.0,,Cherry County
913,913,9428.0,4403.0,,Cheyenne County
914,914,10681.0,3742.0,,Colfax County
915,915,10788.0,4828.0,,Custer County
916,916,20124.0,7350.0,,Dakota County
917,917,23638.0,9007.0,,Dawson County
918,918,1770.0,823.0,,Deuel County
919,919,36565.0,15284.0,,Dodge County
920,920,565739.0,221451.0,,Douglas County
921,921,5542.0,2488.0,,Fillmore County
922,922,2970.0,1328.0,,Franklin County
923,923,4712.0,2077.0,,Furnas County
924,924,21548.0,9048.0,,Gage County
925,925,2081.0,906.0,,Garfield County
926,926,2001.0,940.0,,Gosper County
927,927,2361.0,1045.0,,Greeley County
928,928,61338.0,23496.0,,Hall County
929,929,3380.0,1515.0,,Harlan County
930,930,889.0,389.0,,Hayes County
931,931,10123.0,4390.0,,Holt County
932,932,741.0,316.0,,Hooker County
933,933,7102.0,3246.0,,Jefferson County
934,934,5118.0,1847.0,,Johnson County
935,935,8048.0,3864.0,,Keith County
936,936,875.0,349.0,,Keya Paha County
937,937,705735.0,240879.0,,Polk County
938,938,8400.0,3605.0,,Knox County
939,939,315976.0,126666.0,,Lancaster County
940,940,896.0,319.0,,Logan County
941,941,690.0,316.0,,Loup County
942,942,35023.0,14187.0,,Madison County
943,943,7826.0,3330.0,,Merrick County
944,944,3525.0,1530.0,,Nance County
945,945,4204.0,1852.0,,Nuckolls County
946,946,15965.0,6509.0,,Otoe County
947,947,45182.0,19059.0,,Barron County
948,948,262559.0,106031.0,,Brown County
949,949,13087.0,5751.0,,Buffalo County
950,950,50005.0,19951.0,,Calumet County
951,951,64175.0,26044.0,,Chippewa County
952,952,57331.0,24336.0,,Columbia County
953,953,16155.0,6676.0,,Crawford County
954,954,87569.0,35007.0,,Dodge County
955,955,27621.0,13429.0,,Door County
956,956,45029.0,17124.0,,Dunn County
957,957,104132.0,41602.0,,Eau Claire County
958,958,102654.0,41890.0,,Fond du Lac County
959,959,9003.0,3929.0,,Forest County
960,960,36790.0,15240.0,,Green County
961,961,18807.0,8024.0,,Green Lake County
962,962,5679.0,2859.0,,Iron County
963,963,20556.0,8246.0,,Jackson County
964,964,26603.0,10779.0,,Juneau County
965,965,168998.0,64595.0,,Kenosha County
966,966,118168.0,48105.0,,La Crosse County
967,967,16682.0,6777.0,,Lafayette County
968,968,27687.0,12654.0,,Lincoln County
969,969,78977.0,34435.0,,Manitowoc County
970,970,40312.0,18869.0,,Marinette County
971,971,15380.0,6770.0,,Marquette County
972,972,949180.0,383703.0,,Milwaukee County
973,973,46155.0,18025.0,,Monroe County
974,974,37870.0,16283.0,,Oconto County
975,975,186829.0,74597.0,,Outagamie County
976,976,89179.0,36166.0,,Ozaukee County
977,977,42336.0,15856.0,,Pierce County
978,978,43549.0,18647.0,,Polk County
979,979,13351.0,6676.0,,Price County
980,980,195859.0,77648.0,,Racine County
981,981,162532.0,65237.0,,Rock County
982,982,14074.0,6414.0,,Rusk County
983,983,64152.0,26751.0,,Sauk County
984,984,16477.0,7893.0,,Sawyer County
985,985,40813.0,17153.0,,Shawano County
986,986,115152.0,47754.0,,Sheboygan County
987,987,20320.0,8623.0,,Taylor County
988,988,29525.0,12143.0,,Trempealeau County
989,989,30759.0,12146.0,,Vernon County
990,990,21923.0,10917.0,,Vilas County
991,991,103391.0,41414.0,,Walworth County
992,992,15726.0,7290.0,,Washburn County
993,993,135529.0,54787.0,,Washington County
994,994,402637.0,159780.0,,Waukesha County
995,995,50997.0,22486.0,,Waupaca County
996,996,24256.0,10053.0,,Waushara County
997,997,170924.0,71132.0,,Winnebago County
998,998,72892.0,32707.0,,Wood County
999,999,38664.0,16137.0,,Albany County
1000,1000,11809.0,4408.0,,Big Horn County
1001,1001,46958.0,17506.0,,Campbell County
1002,1002,15073.0,6226.0,,Carbon County
1003,1003,13842.0,5461.0,,Converse County
1004,1004,7502.0,2826.0,,Crook County
1005,1005,39711.0,14834.0,,Fremont County
1006,1006,1826.0,818.0,,McCone County
1007,1007,1795.0,759.0,,Meagher County
1008,1008,4330.0,1926.0,,Mineral County
1009,1009,4682.0,2211.0,,Musselshell County
1010,1010,464.0,212.0,,Petroleum County
1011,1011,4032.0,1756.0,,Phillips County
1012,1012,1634.0,748.0,,Powder River County
1013,1013,6843.0,2515.0,,Powell County
1014,1014,1162.0,502.0,,Prairie County
1015,1015,43424.0,17823.0,,Ravalli County
1016,1016,11097.0,4408.0,,Richland County
1017,1017,11091.0,3248.0,,Roosevelt County
1018,1018,9065.0,3237.0,,Rosebud County
1019,1019,11804.0,5281.0,,Sanders County
1020,1020,3389.0,1543.0,,Sheridan County
1021,1021,34895.0,15026.0,,Silver Bow County
1022,1022,9562.0,3840.0,,Stillwater County
1023,1023,3676.0,1515.0,,Sweet Grass County
1024,1024,6127.0,2496.0,,Teton County
1025,1025,4812.0,1827.0,,Toole County
1026,1026,614.0,333.0,,Treasure County
1027,1027,7424.0,3324.0,,Valley County
1028,1028,2138.0,897.0,,Wheatland County
1029,1029,1037.0,477.0,,Wibaux County
1030,1030,160390.0,68047.0,,Yellowstone County
1031,1031,18428.0,6650.0,,Appling County
1032,1032,8311.0,2953.0,,Atkinson County
1033,1033,11140.0,3743.0,,Bacon County
1034,1034,3090.0,1448.0,,Baker County
1035,1035,18900.0,6941.0,,Banks County
1036,1036,81294.0,27268.0,,Barrow County
1037,1037,16889.0,6612.0,,Ben Hill County
1038,1038,153026.0,58154.0,,Bibb County
1039,1039,12870.0,4250.0,,Bleckley County
1040,1040,15548.0,6392.0,,Brooks County
1041,1041,38321.0,13503.0,,Bryan County
1042,1042,22567.0,7953.0,,Burke County
1043,1043,24463.0,8342.0,,Butts County
1044,1044,53960.0,19746.0,,Camden County
1045,1045,118692.0,42196.0,,Carroll County
1046,1046,67181.0,25151.0,,Catoosa County
1047,1047,289649.0,109868.0,,Chatham County
1048,1048,10470.0,2550.0,,Chattahoochee County
1049,1049,253780.0,90372.0,,Cherokee County
1050,1050,126952.0,50284.0,,Clarke County
1051,1051,287560.0,96826.0,,Clayton County
1052,1052,756653.0,283359.0,,Cobb County
1053,1053,43070.0,14832.0,,Coffee County
1054,1054,154257.0,48233.0,,Columbia County
1055,1055,17217.0,6202.0,,Cook County
1056,1056,12267.0,4573.0,,Crawford County
1057,1057,22509.0,8479.0,,Crisp County
1058,1058,25277.0,9521.0,,Dawson County
1059,1059,755287.0,283799.0,,DeKalb County
1060,1060,20725.0,7530.0,,Dodge County
1061,1061,88696.0,34233.0,,Dougherty County
1062,1062,145063.0,49788.0,,Douglas County
1063,1063,3944.0,1497.0,,Echols County
1064,1064,19164.0,7695.0,,Elbert County
1065,1065,2640.0,1221.0,,Pawnee County
1066,1066,2889.0,1202.0,,Perkins County
1067,1067,9050.0,3900.0,,Phelps County
1068,1068,7132.0,2990.0,,Pierce County
1069,1069,33250.0,13173.0,,Platte County
1070,1070,5208.0,2048.0,,Polk County
1071,1071,10725.0,4503.0,,Red Willow County
1072,1072,7913.0,3706.0,,Richardson County
1073,1073,1430.0,617.0,,Rock County
1074,1074,14221.0,5292.0,,Saline County
1075,1075,183956.0,67299.0,,Sarpy County
1076,1076,21356.0,8542.0,,Saunders County
1077,1077,35884.0,14657.0,,Scotts Bluff County
1078,1078,17217.0,6766.0,,Seward County
1079,1079,5215.0,2312.0,,Sheridan County
1080,1080,3015.0,1414.0,,Sherman County
1081,1081,1298.0,530.0,,Sioux County
1082,1082,5946.0,2430.0,,Stanton County
1083,1083,5000.0,2247.0,,Thayer County
1084,1084,586.0,276.0,,Thomas County
1085,1085,7218.0,2165.0,,Thurston County
1086,1086,20546.0,8303.0,,Washington County
1087,1087,3497.0,1524.0,,Webster County
1088,1088,689.0,353.0,,Wheeler County
1089,1089,24606.0,9972.0,,Churchill County
1090,1090,2228866.0,809026.0,,Clark County
1091,1091,52537.0,18516.0,,Elko County
1092,1092,1030.0,515.0,,Esmeralda County
1093,1093,16834.0,6579.0,,Humboldt County
1094,1094,5565.0,2315.0,,Lander County
1095,1095,55667.0,21726.0,,Lyon County
1096,1096,4487.0,1938.0,,Mineral County
1097,1097,6591.0,2009.0,,Pershing County
1098,1098,4086.0,1704.0,,Storey County
1099,1099,9570.0,3749.0,,White Pine County
1100,1100,55244.0,22858.0,,Carson City
1101,1101,48461.0,22235.0,,Carroll County
1102,1102,76040.0,30513.0,,Cheshire County
1103,1103,90331.0,35141.0,,Grafton County
1104,1104,415305.0,162843.0,,Hillsborough County
1105,1105,308211.0,122520.0,,Rockingham County
1106,1106,130161.0,49831.0,,Strafford County
1107,1107,62371.0,22598.0,,Acadia Parish
1108,1108,25572.0,8137.0,,Allen Parish
1109,1109,22236.0,8941.0,,Assumption Parish
1110,1110,40465.0,15217.0,,Avoyelles Parish
1111,1111,13391.0,5855.0,,Bienville Parish
1112,1112,126952.0,49600.0,,Bossier Parish
1113,1113,202858.0,78427.0,,Calcasieu Parish
1114,1114,9959.0,3899.0,,Caldwell Parish
1115,1115,9586.0,3394.0,,Catahoula Parish
1116,1116,15854.0,5808.0,,Claiborne Parish
1117,1117,27395.0,10951.0,,De Soto Parish
1118,1118,443158.0,164641.0,,East Baton Rouge Parish
1119,1119,19228.0,7010.0,,East Feliciana Parish
1120,1120,33491.0,12393.0,,Evangeline Parish
1121,1121,22339.0,7054.0,,Grant Parish
1122,1122,70763.0,26776.0,,Iberia Parish
1123,1123,15822.0,5859.0,,Jackson Parish
1124,1124,13301.0,5234.0,,Goshen County
1125,1125,8518.0,3961.0,,Johnson County
1126,1126,99272.0,40202.0,,Laramie County
1127,1127,19640.0,7348.0,,Lincoln County
1128,1128,2377.0,900.0,,Niobrara County
1129,1129,29273.0,12575.0,,Park County
1130,1130,30397.0,13294.0,,Sheridan County
1131,1131,9865.0,3529.0,,Sublette County
1132,1132,23356.0,10027.0,,Teton County
1133,1133,20374.0,7789.0,,Uinta County
1134,1134,6942.0,2882.0,,Weston County
1135,1135,17614.0,5810.0,,Adjuntas Municipio
1136,1136,51552.0,21774.0,,Aguadilla Municipio
1137,1137,25298.0,8629.0,,Aguas Buenas Municipio
1138,1138,26555.0,8866.0,,Añasco Municipio
1139,1139,83682.0,32405.0,,Arecibo Municipio
1140,1140,23913.0,8152.0,,Barceloneta Municipio
1141,1141,28026.0,8829.0,,Barranquitas Municipio
1142,1142,47977.0,16211.0,,Cabo Rojo Municipio
1143,1143,126734.0,48446.0,,Caguas Municipio
1144,1144,31066.0,11349.0,,Camuy Municipio
1145,1145,150378.0,61898.0,,Carolina Municipio
1146,1146,23698.0,8773.0,,Cataño Municipio
1147,1147,11207.0,4261.0,,Ceiba Municipio
1148,1148,16188.0,5813.0,,Ciales Municipio
1149,1149,38603.0,13199.0,,Coamo Municipio
1150,1150,18942.0,5264.0,,Comerío Municipio
1151,1151,1371.0,514.0,,Culebra Municipio
1152,1152,36475.0,11842.0,,Dorado Municipio
1153,1153,11513.0,4268.0,,Florida Municipio
1154,1154,15825.0,5623.0,,Guánica Municipio
1155,1155,40198.0,14215.0,,Guayama Municipio
1156,1156,85312.0,31465.0,,Guaynabo Municipio
1157,1157,46948.0,14675.0,,Gurabo Municipio
1158,1158,15731.0,6291.0,,Hormigueros Municipio
1159,1159,51586.0,17816.0,,Humacao Municipio
1160,1160,14239.0,5017.0,,Jayuya Municipio
1161,1161,45414.0,15479.0,,Juana Díaz Municipio
1162,1162,22391.0,7933.0,,Lajas Municipio
1163,1163,24945.0,10119.0,,Lares Municipio
1164,1164,8131.0,2725.0,,Las Marías Municipio
1165,1165,37233.0,12143.0,,Las Piedras Municipio
1166,1166,25164.0,8734.0,,Loíza Municipio
1167,1167,17924.0,6660.0,,Luquillo Municipio
1168,1168,38062.0,14815.0,,Manatí Municipio
1169,1169,5900.0,1873.0,,Maricao Municipio
1170,1170,10568.0,3893.0,,Maunabo Municipio
1171,1171,73336.0,29542.0,,Mayagüez Municipio
1172,1172,35547.0,13482.0,,Moca Municipio
1173,1173,30652.0,9691.0,,Morovis Municipio
1174,1174,25931.0,8276.0,,Naguabo Municipio
1175,1175,27719.0,8453.0,,Naranjito Municipio
1176,1176,20608.0,6924.0,,Orocovis Municipio
1177,1177,16591.0,6101.0,,Patillas Municipio
1178,1178,19797.0,6855.0,,Peñuelas Municipio
1179,1179,135674.0,52439.0,,Ponce Municipio
1180,1180,23261.0,8229.0,,Quebradillas Municipio
1181,1181,22525.0,8273.0,,Emanuel County
1182,1182,25797.0,11174.0,,Fannin County
1183,1183,113544.0,40792.0,,Fayette County
1184,1184,236605.0,80319.0,,Forsyth County
1185,1185,1051550.0,427379.0,,Fulton County
1186,1186,30986.0,12423.0,,Gilmer County
1187,1187,85008.0,34191.0,,Glynn County
1188,1188,57756.0,20446.0,,Gordon County
1189,1189,17808.0,7371.0,,Greene County
1190,1190,926414.0,299683.0,,Gwinnett County
1191,1191,201434.0,65555.0,,Hall County
1192,1192,29608.0,11454.0,,Haralson County
1193,1193,34676.0,12429.0,,Harris County
1194,1194,25981.0,10271.0,,Hart County
1195,1195,11785.0,4649.0,,Heard County
1196,1196,229994.0,78204.0,,Henry County
1197,1197,155317.0,58042.0,,Houston County
1198,1198,9379.0,3477.0,,Irwin County
1199,1199,70467.0,24268.0,,Jackson County
1200,1200,14074.0,5326.0,,Jasper County
1201,1201,15063.0,5139.0,,Jeff Davis County
1202,1202,15489.0,5583.0,,Jefferson County
1203,1203,8787.0,3392.0,,Jenkins County
1204,1204,9717.0,3483.0,,Johnson County
1205,1205,28622.0,10914.0,,Jones County
1206,1206,18834.0,6658.0,,Lamar County
1207,1207,10534.0,3825.0,,Lanier County
1208,1208,47404.0,17159.0,,Laurens County
1209,1209,29735.0,10550.0,,Lee County
1210,1210,62039.0,24053.0,,Liberty County
1211,1211,7929.0,3277.0,,Lincoln County
1212,1212,19236.0,6006.0,,Long County
1213,1213,33009.0,11866.0,,Lumpkin County
1214,1214,14217.0,6343.0,,McIntosh County
1215,1215,13107.0,4648.0,,Macon County
1216,1216,8450.0,3423.0,,Marion County
1217,1217,21080.0,8255.0,,Meriwether County
1218,1218,22072.0,8018.0,,Mitchell County
1219,1219,9069.0,3061.0,,Montgomery County
1220,1220,18832.0,7040.0,,Morgan County
1221,1221,195418.0,73648.0,,Muscogee County
1222,1222,109835.0,37543.0,,Newton County
1223,1223,15040.0,5477.0,,Oglethorpe County
1224,1224,164440.0,54993.0,,Paulding County
1225,1225,32002.0,12129.0,,Pickens County
1226,1226,18565.0,6163.0,,Pike County
1227,1227,42251.0,15425.0,,Polk County
1228,1228,21906.0,9457.0,,Putnam County
1229,1229,2290.0,958.0,,Quitman County
1230,1230,6888.0,2704.0,,Randolph County
1231,1231,90155.0,31465.0,,Rockdale County
1232,1232,5215.0,1861.0,,Schley County
1233,1233,8218.0,3364.0,,Seminole County
1234,1234,66043.0,25693.0,,Spalding County
1235,1235,6446.0,1845.0,,Stewart County
1236,1236,29714.0,11419.0,,Sumter County
1237,1237,1596.0,662.0,,Taliaferro County
1238,1238,8126.0,3623.0,,Taylor County
1239,1239,15871.0,4481.0,,Telfair County
1240,1240,44545.0,17750.0,,Thomas County
1241,1241,434903.0,170398.0,,Jefferson Parish
1242,1242,243692.0,92476.0,,Lafayette Parish
1243,1243,97980.0,36645.0,,Lafourche Parish
1244,1244,14950.0,4868.0,,LaSalle Parish
1245,1245,47118.0,17861.0,,Lincoln Parish
1246,1246,140524.0,48690.0,,Livingston Parish
1247,1247,11137.0,3729.0,,Madison Parish
1248,1248,25189.0,9738.0,,Morehouse Parish
1249,1249,38505.0,14324.0,,Natchitoches Parish
1250,1250,391249.0,154826.0,,Orleans Parish
1251,1251,154679.0,56956.0,,Ouachita Parish
1252,1252,23305.0,8600.0,,Plaquemines Parish
1253,1253,21883.0,9056.0,,Pointe Coupee Parish
1254,1254,130376.0,49075.0,,Rapides Parish
1255,1255,8462.0,3282.0,,Red River Parish
1256,1256,20251.0,7563.0,,Richland Parish
1257,1257,23915.0,9370.0,,Sabine Parish
1258,1258,46694.0,15165.0,,St. Bernard Parish
1259,1259,52856.0,19308.0,,St. Charles Parish
1260,1260,10227.0,3885.0,,St. Helena Parish
1261,1261,21142.0,7907.0,,St. James Parish
1262,1262,43055.0,15251.0,,St. John the Baptist Parish
1263,1263,82786.0,30496.0,,St. Landry Parish
1264,1264,53607.0,19655.0,,St. Martin Parish
1265,1265,258447.0,95054.0,,St. Tammany Parish
1266,1266,133753.0,48548.0,,Tangipahoa Parish
1267,1267,111297.0,40374.0,,Terrebonne Parish
1268,1268,59787.0,22180.0,,Vermilion Parish
1269,1269,49315.0,17516.0,,Vernon Parish
